title,author,discussant,group,organizer,year,duration,start,Tilburg_Rank_unweighted_auth,Tilburg_Rank_weighted_auth,Tilburg_Rank_unweighted_dis,Tilburg_Rank_weighted_dis
SOVEREIGN WEALTH FUNDS: INVESTMENT CHOICES AND IMPLICATIONS AROUND THE WORLD,"NUNO FERNANDES, IMD",6603869069,CF,Raghuram G. Rajan; Amir Sufi,2009,35.0,2009-07-06 14:50:00,,,110.0,99.0
SPATIAL ASSET PRICING: A FIRST STEP,"FRANCOIS ORTALO-MAGNE, University of Wisconsin-Madison; ANDREA PRAT, London School of Economics",56224163300,PERE,Joe Gyourko; Chris Mayer; Todd Sinai,2009,60.0,2009-07-23 10:00:00,65.0,292.0,2.0,2.0
SPECTRAL GMM ESTIMATION OF CONTINUOUS-TIME PROCESSES,"GEORGE CHACKO, Harvard University; LUIS VICEIRA, Harvard University and NBER",,EFFE,Francis Diebold; Kenneth West,2000,60.0,2000-07-21 11:00:00,1.0,1.0,,
SPECULATIVE TRADING AND STOCK PRICES: EVIDENCE FROM CHINESE A-B SHARE PREMIA,"JIANPING MEI, New York University; JOS SCHEINKMAN, Princeton University and NBER; WEI XIONG, Princeton University and NBER",7005516119,AP,John Cochrane; Joshua Coval,2005,60.0,2005-07-15 08:30:00,17.333333333333332,25.666666666666668,21.0,37.0
SPURIOUS REGRESSIONS IN FINANCIAL ECONOMICS?,"WAYNE FERSON, University of Washington and NBER; SERGEI SARKISSIAN, McGill University; TIMOTHY SIMIN, University of Washington",23166985700,AP,John Cochrane,2000,60.0,2000-07-18 14:15:00,25.333333333333332,22.0,22.0,31.0
"STABILIZATION, COMPETITIVENESS AND RISK-SHARING: A MODEL OF MONETARY INTERDEPENDENCE","PAOLO PESENTI, Federal Reserve Bank of New York and NBER; CEDRIC TILLE, Federal Reserve Bank of New York",6604020003,IFM,Sebastian Edwards; Carmen Reinhart,2004,60.0,2004-07-16 10:15:00,,,51.0,53.0
STAGES OF DIVERSIFICATION,"JEAN IMBS, London Business School; ROMAIN WACZIARG, Stanford University",6602186194,IFM,Marianne Baxter; Michael Dooley,2000,80.0,2000-07-20 09:00:00,73.5,229.5,,
STATE-DEPENDENT OR TIME-DEPENDENT PRICING: DOES IT MATTER FOR RECENT U.S. INFLATION?,"PETER J. KLENOW, Stanford University and NBER; OLEKSIY KRYVTSOV, Bank of Canada",,ME,Christina D. Romer; David H. Romer,2004,55.0,2004-07-15 13:00:00,2.0,2.0,,
STATIONARITY TESTING WITH COVARIATES,"MICHAEL JANSSON, UC, Berkeley",,EFFE,Mark Watson; Kenneth West,2001,60.0,2001-07-19 10:15:00,3.0,2.0,,
STICKY BORDERS,"GITA GOPINATH, Harvard University and NBER; ROBERTO RIGOBON, MIT and NBER",,ME,Christina Romer; David Romer,2006,55.0,2006-07-12 15:05:00,2.5,2.5,,
STICKY INFORMATION AND STICKY PRICES,"PETER KLENOW, Stanford University and NBER; JONATHAN WILLIS, Federal Reserve Bank of Kansas City",,ME,Christina Romer; David Romer,2007,55.0,2007-07-12 15:05:00,2.0,3.0,,
STICKY INFORMATION VERSUS STICKY PRICES: A PROPOSAL TO REPLACE THE NEW KEYNESIAN PHILLIPS CURVE,"N. GREGORY MANKIW, Harvard University and NBER; RICARDO REIS, Harvard University",,ME,Ben Bernanke,2001,60.0,2001-07-17 13:00:00,1.0,1.0,,
STICKY PRICES AND MONETARY POLICY: EVIDENCE FROM DISAGGREGATED U.S. DATA,"JEAN BOIVIN, Columbia University and NBER; MARC GIANNONI, Columbia University and NBER; ILIAN MIHOV, INSEAD",,ME,Christina Romer; David Romer,2006,55.0,2006-07-12 13:00:00,78.66666666666667,189.66666666666666,,
STOCK AND BOND RETURNS WITH MOODY INVESTORS,"GEERT BEKAERT, Columbia University and NBER; ERIC ENGSTROM, Columbia University; STEVE GRENADIER, Stanford University and NBER",16446204900,AP,John Cochrane; Pietro Veronesi,2004,60.0,2004-07-15 15:30:00,10.666666666666666,14.666666666666666,1.0,1.0
STOCK MARKET LIBERALIZATIONS AND THE REPRICING OF SYSTEMATIC RISK,"ANUSHA CHARI, University of Chicago; PETER BLAIR HENRY, Stanford University and NBER",35496364300,EFEL,Janice Eberly; Deborah Lucas,2001,60.0,2001-07-19 11:30:00,5.5,12.0,3.0,2.0
STOCK MARKET LIBERALIZATIONS AND THE REPRICING OF SYSTEMATIC RISK,"ANUSHA CHARI, University of Chicago; PETER BLAIR HENRY, Stanford University and NBER",35496364300,IFM,Janice Eberly; Deborah Lucas,2001,60.0,2001-07-19 11:30:00,5.5,12.0,3.0,2.0
"STOCK MARKET WEALTH, HOUSING MARKET WEALTH, SPENDING AND CONSUMPTION","KARL CASE, Wellesley College; JOHN QUIGLEY, UC, Berkeley; ROBERT SHILLER, Yale University and NBER",6602544953,AMRE,"Andrew Caplin, William Goetzmann",2001,60.0,2001-07-18 13:30:00,131.66666666666666,207.66666666666666,,
STOCK OPTIONS FOR UNDIVERSIFIED EXECUTIVES*,"BRIAN HALL, Harvard University and NBER; KEVIN MURPHY, University of Southern California",7402750873,CF,Steven Kaplan; Luigi Zingales,2000,60.0,2000-08-07 15:20:00,19.5,25.5,4.0,4.0
STOCK PRICES AND FUNDAMENTAL VALUE: WHAT DRIVES THE INVESTMENT AND CAPITAL STRUCTURE OF REAL ESTATE INVESTMENT TRUSTS,"WILLIAM M. GENTRY, Columbia University and NBER; CHRISTOPHER J. MAYER, University of Pennsylvania",24376751800,CF,Marianne Bertrand; Sendhil Mullainathan,2002,75.0,2002-08-06 08:30:00,10.5,20.5,9.0,19.0
STOCK PRICES AND FUNDAMENTAL VALUE: WHAT DRIVES THE INVESTMENT AND CAPITAL STRUCTURE OF REAL ESTATE INVESTMENT TRUSTS?,"WILLIAM GENTRY, Columbia University and NBER; CHRISTOPHER MAYER, University of Pennsylvania",6505814876,AMRE,William Goetzmann; Tobias Moskowitz,2002,60.0,2002-07-19 11:30:00,10.5,20.5,4.0,4.0
STOCK-BASED COMPENSATION AND CEO (DIS)INCENTIVES,"EFRAIM BENMELECH, Harvard University and NBER; EUGENE KANDEL, Hebrew University; PIETRO VERONESI, University of Chicago and NBER",23013052900,AP,Stavros Panageas; Monika Piazzesi,2009,60.0,2009-07-09 14:00:00,22.666666666666668,32.666666666666664,11.0,31.0
STRATEGIC COMPLEMENTARITIES AND OPTIMAL MONETARY POLICY,"ANDREW LEVIN, Federal Reserve Board; DAVID LOPEZ-SALIDO, Federal Reserve Board; TACK YUN, Federal Reserve Board",,EFCE,Lawrence Christiano; Martin Eichenbaum,2006,60.0,2006-07-18 09:00:00,,,,
STRUCTURING AND RESTRUCTURING SOVEREIGN DEBT: THE ROLE OF SENIORITY,"PATRICK BOLTON, Princeton University and NBER; OLIVIER JEANNE, International Monetary Fund",6602759166,IFM,Sebastian Edwards; Carmen Reinhart,2004,60.0,2004-07-13 10:15:00,19.0,23.0,15.0,21.0
"SUBPRIME OUTCOMES: RISKY MORTGAGES, HOMEOWNERSHIP EXPERIENCES, AND FORECLOSURES","PAUL WILLEN, Federal Reserve Bank of Boston and NBER; KRISTOPHER GERARDI, Federal Reserve Bank of Boston; ADAM HALE SHAPIRO, Federal Reserve Bank of Boston",6603320180,PERE,Christopher Mayer; Todd Sinai; Joseph Gyourko,2008,60.0,2008-07-23 15:30:00,,,,
SUBSET TESTS IN GMM WITHOUT ASSUMING IDENTIFICATION,"FRANK KLEIBERGEN, Brown University; SOPHOCLES MAVROEIDIS, Brown University",,EFFE,Mark Watson; Kenneth West,2007,60.0,2007-07-13 08:30:00,62.0,62.0,,
SUBSTITUTION AND RISK AVERSION: IS RISK AVERSION IMPORTANT FOR UNDERSTANDING ASSET PRICES?,"BEN EDEN, Vanderbilt University",,EFCE,Lawrence Christiano; Martin Eichenbaum,2005,60.0,2005-07-21 10:15:00,46.0,50.0,,
SUPERSTAR CEOS,"ULRIKE MALMENDIER, Stanford University and NBER; GEOFFREY TATE, University of Pennsylvania",7004110147,CF,Jeremy Stein; Steven Kaplan,2005,50.0,2005-08-01 09:50:00,3.5,10.0,9.0,19.0
SUPERSTAR CITIES,"JOSEPH GYOURKO, University of Pennsylvania; CHRISTOPHER MAYER, Columbia University and NBER; TODD SINAI, University of Pennsylvania and NBER",7004587587,PERE,"Joe Gyourko; Chris Mayer,; Todd Sinai",2004,60.0,2004-08-03 11:00:00,10.333333333333334,19.666666666666668,3.0,3.0
SURPRISING COMPARATIVE PROPERTIES OF MONETARY MODELS: RESULTS FROM A NEW DATA BASE,"JOHN B. TAYLOR, Stanford University and NBER; VOLKER WIELAND, Goethe University Frankfurt",,ME,David Romer,2009,55.0,2009-07-09 13:00:00,56.5,76.5,,
T-STATISTIC BASED CORRELATION AND HETEROGENEITY ROBUST INFERENCE,"RUSTAM IBRAGIMOV, Harvard University; ULRICH MUELLER, Princeton University",,EFFE,Mark Watson; Kenneth West,2006,60.0,2006-07-11 08:30:00,10.5,12.5,,
TAKEOVER ACTIVITY AND TARGET VALUATIONS: FEEDBACK LOOPS IN FINANCIAL MARKETS,"WEI JIANG, Columbia Business School; ALEX EDMANS, University of Pennsylvania; ITAY GOLDSTEIN, University of Pennsylvania",6603869069,CF,Raghuram G. Rajan,2008,40.0,2008-07-29 09:00:00,7.333333333333333,17.666666666666668,126.0,106.0
TAKEOVER BIDS VS. PROXY FIGHTS IN CONTESTS FOR CORPORATE CONTROL,"LUCIAN BEBCHUK, Harvard University and NBER; OLIVER HART, Harvard University and NBER",6602077254,CF,Marianne Bertrand; Sendhil Mullainathan,2002,75.0,2002-08-05 13:30:00,1.0,1.0,6.0,18.0
TAKEOVERS AND THE CROSS-SECTION OF RETURNS,"K. J. MARTIJN CREMERS, Yale University; VINAY NAIR, University of Pennsylvania; KOSE JOHN, New York University",6506433914,AP,John Cochrane; Joshua Coval,2005,60.0,2005-07-15 13:00:00,7.333333333333333,18.0,21.0,37.0
TAKING A NEW CONTOUR: A NOVEL APPROACH TO PANEL UNIT ROOT TESTS,"YOOSOON CHANG, Rice University; JOON PARK, Rice University",,EFFE,Mark Watson; Kenneth West,2004,60.0,2004-07-15 09:45:00,123.0,112.0,,
"TARGET PRICES, RELATIVE VALUATIONS AND THE COMPENSATION FOR LIQUIDITY PROVISION","ZHI DA, Northwestern University; ERNST SCHAUMBURG, Northwestern University",6507592418,AP,Ravi Jagannathan; Tano Santos,2006,60.0,2006-07-14 08:30:00,21.0,38.0,15.0,22.0
TAX RIOTS,"MARCO BASSETTO, University of Minnesota; CHRISTOPHER PHELAN, Federal Reserve Bank of Minneapolis",,EFCE,Lawrence Christiano; Martin Eichenbaum,2004,60.0,2004-07-20 09:00:00,28.0,36.0,,
TAX SHELTERS AND CORPORATE DEBT POLICY,"JOHN GRAHAM, Duke University; ALAN TUCKER, Pace University",7201841055,CF,Jeremy Stein; Steven Kaplan,2005,50.0,2005-08-01 13:50:00,383.0,503.5,1.0,1.0
TAYLOR RULES AND THE EURO,"TANYA MOLODSTVA, Emory University; ALEX NIKOLSKO-RZHEVSKYY, University of Memphis; DAVID PAPELL, University of Houston",25421210200,IFM,Fabio Ghironi; Nelson Mark,2009,60.0,2009-07-08 09:45:00,228.66666666666666,287.3333333333333,17.0,8.0
TECHNICAL TRADING PROFITABILITY IN FOREIGN EXCHANGE MARKETS IN THE 1900'S,"BLAKE LEBARON, Brandeis University and NBER",,EFFE,Francis Diebold; Kenneth West,2000,60.0,2000-07-19 11:00:00,129.0,97.0,,
TECHNOLOGICAL GROWTH AND ASSET PRICING,"STAVROS PANAGEAS, MIT",7403452081,EFEL,Janice Eberly; Deborah Lucas,2005,50.0,2005-07-20 11:30:00,4.0,4.0,39.0,42.0
TECHNOLOGY AND THE STOCK MARKET: 1885-1998,"BOYAN JOVANOVIC, New York University and NBER; PETER ROUSSEAU, Vanderbilt University and NBER",,EFCE,Lawrence Christiano; Martin Eichenbaum,2000,60.0,2000-07-28 11:30:00,38.0,44.0,,
TECHNOLOGY SHOCKS: NOVEL IMPLICATIONS FOR INTERNATIONAL BUSINESS CYCLES,"ANDREA RAFFO, Federal Reserve Board",56037328500,IFM,Fabio Ghironi; Nelson Mark,2009,60.0,2009-07-06 09:45:00,,,35.0,48.0
TESTING FACTOR-MODEL EXPLANATIONS OF MARKET ANOMALIES,"KENT DANIEL, Northwestern University and NBER; SHERIDAN TITMAN, University of Texas at Austin and NBER",6603944251,AP,John Cochrane; Joshua Coval,2005,60.0,2005-07-15 15:30:00,140.5,331.0,12.0,29.0
TESTING FOR INDETERMINACY: AN APPLICATION TO U.S. MONETARY POLICY,"THOMAS LUBIK, Johns Hopkins University; FRANK SCHORFHEIDE, University of Pennsylvania",,ME,Ben Bernanke,2002,60.0,2002-07-17 13:00:00,13.0,15.5,,
TESTS OF EQUAL PREDICTIVE ABILITY WITH REAL-TIME DATA,"TODD CLARK, Federal Reserve Bank of Kansas City; MICHAEL MCCRACKEN, Federal Reserve Board",,EFFE,Mark Watson; Kenneth West,2007,60.0,2007-07-10 08:30:00,,,,
THE ADJUSTMENT OF PRICES AND THE ADJUSTMENT OF THE EXCHANGE RATE,"CHARLES ENGEL, University of Washington and NBER; JAMES MORLEY, University of Washington",7402446305,IFM,Marianne Baxter; Michael Dooley,2000,80.0,2000-07-18 10:40:00,12.0,11.0,,
THE AFFINE ARBITRAGE-FREE CLASS OF NELSON-SIEGEL TERM STRUCTURE MODELS,"FRANCIS DIEBOLD, University of Pennsylvania and NBER",,EFFE,Mark Watson; Kenneth West,2008,60.0,2008-07-08 09:45:00,6.0,18.0,,
THE ANATOMY OF A HOUSING BUBBLE,"GRACE WONG, University of Pennsylvania",56009422500,PERE,Joe Gyourko; Chris Mayer; Todd Sinai,2005,60.0,2005-07-26 16:30:00,5.0,18.0,20.0,24.0
THE ANATOMY OF A PRICE CUT: DISCOVERING ORGANIZATIONAL SOURCES OF THE COSTS OF PRICE ADJUSTMENT,"MARK ZBARACKI, University of Pennsylvania; MARK BERGEN, University of Minnesota; DANIEL LEVY, Bar-Ilan University",,ME,Christina Romer; David Romer,2007,55.0,2007-07-11 13:00:00,84.66666666666667,118.0,,
THE ASSET PRICING-MACRO NEXUS AND RETURN-CASH FLOW PREDICTABILITY,"RAVI BANSAL, Duke University and NBER; AMIR YARON, University of Pennsylvania and NBER",-,EFEL,Janice Eberly; Deborah Lucas,2007,50.0,2007-07-16 15:45:00,11.5,21.0,,
THE BANK AS GRIM REAPER: DEBT COMPOSITION AND RECOVERIES OF DEFAULTED DEBT,"Mark Carey, Federal Reserve Board; Michael Gordy, Federal Reserve Board",7004262527,CF,Mark Carey; Rene Stulz,2007,50.0,2007-08-01 09:20:00,,,3.0,2.0
THE BANK AS GRIM REAPER: DEBT COMPOSITION AND RECOVERIES OF DEFAULTED DEBT,"Mark Carey, Federal Reserve Board; Michael Gordy, Federal Reserve Board",7004262527,RISK,Mark Carey; Rene Stulz,2007,50.0,2007-08-01 09:20:00,,,3.0,2.0
THE BOND PREMIUM IN A DSGE MODEL WITH LONG-RUN REAL AND NOMINAL RISKS,"GLENN RUDEBUSCH, Federal Reserve Bank of San Francisco; ERIC T. SWANSON, Federal Reserve Bank of San Francisco",,EFCE,Lawrence Christiano; Martin Eichenbaum,2009,60.0,2009-07-07 09:00:00,,,,
THE BOND/OLD-BOND SPREAD,"ARVIND KRISHNAMURTHY, Northwestern University",6701468567,AP,Kent Daniel; Owen Lamont,2001,60.0,2001-07-21 10:15:00,20.0,34.0,2.0,3.0
THE BURDEN OF THE NONDIVERSIFIABLE RISK OF ENTREPRENEURSHIP,"ROBERT HALL, Stanford University and NBER; SUSAN WOODWARD, Sand Hill Econometrics, Inc.",6507055522,EFEL,Janice Eberly; Deborah Lucas,2008,50.0,2008-07-14 15:45:00,3.0,4.0,1.0,1.0
THE CASE FOR OPEN-MARKET PURCHASES IN A LIQUIDITY TRAP,"MAURICE OBSTFELD,UC, Berkeley and NBER; ALAN J. AUERBACH, UC, Berkeley and NBER",,ME,Christina D. Romer; David H. Romer,2003,60.0,2003-07-18 13:00:00,3.0,3.0,,
THE COMPETITIVE SAVING MOTIVE: EVIDENCE FROM RISING SEX RATIOS AND SAVINGS RATES IN CHINA,"SHANG-JIN WEI, Columbia University and NBER; XIAOBO ZHANG, International Food Policy Research Institute",55531425000,IFM,Fabio Ghironi; Nelson Mark,2009,60.0,2009-07-07 11:00:00,8.0,16.0,12.0,12.0
THE CONDITIONAL CAPM DOES NOT EXPLAIN ASSET-PRICING ANOMALIES,"JONATHAN PARKER, Princeton University and NBER; CHRISTIAN JULLIARD, Princeton University",6603944251,AP,John Heaton; Leonid Kogan,2003,60.0,2003-07-17 14:00:00,19.0,22.0,15.0,28.0
THE CONQUEST OF SOUTH AMERICAN INFLATION,"THOMAS SARGENT, New York University and NBER; NOAH WILLIAMS, Princeton University and NBER; TAO ZHA, Federal Reserve Bank of Atlanta",,ME,Christina Romer; David Romer,2006,55.0,2006-07-11 15:05:00,16.5,26.5,,
THE CONSEQUENCES OF MORTGAGE CREDIT EXPANSION: EVIDENCE FROM THE 2007 MORTGAGE DEFAULT CRISIS,"ATIF MIAN, University of Chicago; AMIR SUFI, University of Chicago",16403994600,EFEL,Janice Eberly; Deborah Lucas,2008,60.0,2008-07-16 15:30:00,7.0,20.0,,
THE CORPORATE WEALTH EFFECT: FROM REAL ESTATE SHOCKS TO CORPORATE INVESTMENT,"THOMAS CHANEY, University of Chicago and NBER; DAVID SRAER, CREST-INSEE; DAVID THESMAR, HEC Paris",6505799540,PERE,Joe Gyourko; Chris Mayer; Todd Sinai,2007,60.0,2007-07-24 16:30:00,511.1428571428572,567.3571428571429,7.0,10.0
THE COST OF DEBT,"JULES H. VAN BINSBERGEN, Duke University; JOHN GRAHAM, Duke University and NBER; JIE YANG, Duke University",7202846223,CF,David Scharfstein,2007,50.0,2007-08-01 14:00:00,17.0,23.0,19.0,38.0
THE COSTS OF BANKRUPTCY: CHAPTER 7 CASH AUCTIONS VS. CHAPTER 11 BARGAINING,"ARTURO BRIS and NING ZHU, Yale University; IVO WELCH, Yale University and NBER",57191402445,CF,Denis Gromb; Antoinette Schoar,2004,50.0,2004-07-12 09:00:00,7.0,8.0,143.0,302.0
THE CREDIT CYCLE AND THE BUSINESS CYCLE: NEW FINDINGS USING THE SURVEY OF SENIOR LOAN OFFICERS,"CARA LOWN, Federal Reserve Bank of New York; DONALD MORGAN, Federal Reserve Bank of New York",7402750873,EFEL,Janice Eberly; Deborah Lucas,2001,60.0,2001-07-18 16:15:00,,,1.0,1.0
THE CYCLICAL COMPONENT OF US ASSET RETURNS,"DAVID K. BACKUS, New York University and NBER; BRYAN R. ROUTLEDGE, Carnegie Mellon University; STANLEY E. ZIN, Carnegie Mellon University and NBER",7102998555,EFEL,Janice Eberly; Deborah Lucas,2009,50.0,2009-07-13 13:00:00,55.666666666666664,129.0,7.0,18.0
"THE DECISION TO PRIVATIZE: FINANCE, POLITICS, AND PATRONAGE","I. SERDAR DINA, MIT; NANDINI GUPTA, Indiana University",24824916100,CF,Raghuram G. Rajan,2008,40.0,2008-07-30 13:10:00,30.5,38.5,7.0,20.0
THE DISTRIBUTION OF GAINS FROM ACCESS TO STOCKS,"YANNIS BILIAS, University of Cyprus; MICHAEL HALIASSOS, University of Cyprus",6505875912,EFEL,Janice Eberly; Deborah Lucas,2004,50.0,2004-07-19 09:35:00,326.0,751.0,15.0,21.0
THE DISTRIBUTION OF WEALTH AND REDISTRIBUTIVE POLICIES,"JESS BENHABIB, New York University; ALBERTO BISIN, New York University",,EFCE,Lawrence Christiano; Martin Eichenbaum,2006,60.0,2006-07-21 11:30:00,13.0,29.0,,
THE DYNAMICS OF INVESTMENT UNDER UNCERTAINTY,"NICHOLAS BLOOM, University College London; JOHN VAN REENEN, University College London; STEPHEN BOND, University of Oxford",7005009452,EFEL,Janice Eberly; Deborah Lucas,2001,60.0,2001-07-18 14:00:00,31.0,23.0,20.0,34.0
THE ECONOMIC AFTERMATH OF THE 1960S RIOTS: EVIDENCE FROM PROPERTY VALUES,"WILLIAM COLLINS, Vanderbilt University; ROBERT MARGO, Vanderbilt University and NBER",7102716111,PERE,"Joe Gyourko; Chris Mayer,; Todd Sinai",2004,60.0,2004-08-03 14:00:00,45.0,51.0,3.0,3.0
THE ECONOMICS OF PRIVATE EQUITY FUNDS,"ANDREW METRICK, University of Pennsylvania and NBER; AYAKO YASUDA, University of Pennsylvania",7101861907,CF,David Scharfstein,2007,50.0,2007-07-31 15:00:00,6.0,19.0,1.0,1.0
THE EFFECT OF HOUSE PRICES ON HOMEOWNER BORROWING AND THE U.S. HOUSEHOLD LEVERAGE CRISIS,"ATIF MIAN, University of Chicago and NBER; AMIR SUFI, University of Chicago",,ME,David Romer,2009,55.0,2009-07-10 13:30:00,7.0,18.0,,
THE EFFECT OF HOUSING ON PORTFOLIO CHOICE,"RAJ CHETTY, Harvard University and NBER; ADAM SZEIDL, UC, Berkeley",36195742600,PERE,Joe Gyourko; Chris Mayer; Todd Sinai,2009,60.0,2009-07-23 11:00:00,1.5,1.5,23.0,13.0
THE EFFECTS OF A BABY BOOM ON STOCK PRICES AND CAPITAL ACCUMULATION IN THE PRESENCE OF SOCIAL SECURITY,"ANDREW ABEL, University of Pennsylvania and NBER",6602527346,EFEL,Janice Eberly; Deborah Lucas,2001,60.0,2001-07-20 15:15:00,6.0,18.0,55.0,132.0
THE EFFECTS OF FINANCIAL CONDITIONS ON CAPITAL INVESTMENT AND FINANCING: EVIDENCE FROM VARIATION IN PENSION FUND ASSET PERFORMANCE,"JOSH RAUH, University of Chicago and NBER",56327374500,CF,David Scharfstein,2007,50.0,2007-08-01 13:10:00,8.0,20.0,6.0,19.0
THE EFFECTS OF FOREIGN SHOCKS WHEN US INTEREST RATES ARE AT ZERO,"MARTIN BODENSTEIN, Federal Reserve Board; CHRISTOPHER J. ERCEG, Federal Reserve Board; LUCA GUERRIERI, Federal Reserve Board",,EFCE,Lawrence Christiano; Martin Eichenbaum,2009,60.0,2009-07-08 11:30:00,,,,
THE EFFECTS OF POLICY SHOCKS IN A MONETARY BUSINESS CYCLE MODEL WITH UNEMPLOYMENT,"MICHELLE ALEXOPOULOS, University of Toronto",,EFCE,Lawrence Christiano; Martin Eichenbaum,2002,60.0,2002-07-23 15:15:00,33.0,27.0,,
THE EMPIRICAL SADDLEPOINT LIKELIHOOD ESTIMATOR APPLIED TO TWO-STEP GMM,"FALLAW SOWELL, Carnegie Mellon University",,EFFE,Mark Watson; Kenneth West,2009,60.0,2009-07-09 08:30:00,78.0,178.0,,
THE EURO IS GOOD AFTER ALL: CORPORATE EVIDENCE,"ARTURO BRIS, Yale University; YRJO KROSKINEN, Stockholm School of Economics; MATTIAS NILSSON, Yale University",7403075430,CF,Marianne Bertrand; Sendhil Mullainathan,2002,75.0,2002-08-06 10:00:00,45.0,151.0,1.0,1.0
THE EXCESS SENSITIVITY OF LONG-TERM INTEREST RATES: EVIDENCE AND IMPLICATIONS FOR MACROECONOMIC MODELS,"REFET S. GURKAYNAK,Federal Reserve Board; BRIAN SACK, Federal Reserve Board;ERIC SWANSON, Federal Reserve Board",,ME,Christina D. Romer; David H. Romer,2003,60.0,2003-07-16 14:15:00,,,,
"THE FAILURE OF MODELS THAT PREDICT FAILURE: DISTANCE, INCENTIVES AND DEFAULTS","UDAY RAJAN, University of Michigan; AMIT SERU, University of Chicago; VIKRANT VIG, London Business School",,ME,David Romer,2009,55.0,2009-07-07 13:00:00,60.666666666666664,160.66666666666666,,
THE FEDERAL RESERVE AND THE CROSS-SECTION OF STOCK RETURNS,"ERICA X.N. LI, University of Michigan; FRANCISO PALOMINO, University of Michigan",,ME,David Romer,2009,55.0,2009-07-09 13:55:00,14.0,19.0,,
THE FLATTENING FIRM AND PRODUCT MARKET COMPETITION: THE EFFECT OF TRADE LIBERALIZATION,"JULIE WULF, Harvard University; MARIA GUADALUPE, Columbia University",7004110147,CF,Raghuram G. Rajan,2008,33.333333333333336,2008-07-30 15:00:00,5.5,9.0,7.0,20.0
THE GREAT DEMAND DEPRESSION,"SHARON HARRISON, Barnard College; MARK WEDER, Humboldt University",,EFCE,Lawrence Christiano; Martin Eichenbaum,2002,30.0,2002-07-23 14:00:00,79.0,183.0,,
THE GREAT INFLATION OF THE SEVENTIES: WHAT REALLY HAPPENED?,"EDWARD NELSON, Federal Reserve Bank of St. Louis",,ME,Christina D. Romer; David H. Romer,2004,55.0,2004-07-12 15:05:00,,,,
THE HIGH-FREQUENCY RESPONSE OF EXCHANGE RATES AND INTEREST RATES TO MACROECONOMIC ANNOUNCEMENTS,"JON FAUST, Federal Reserve Board; JOHN ROGERS, Federal Reserve Board; WANG SHING-YI, Federal Reserve Board; JONATHAN WRIGHT, Federal Reserve Board",7006012090,IFM,Allan Drazen; Nouriel Roubini,2003,60.0,2003-07-15 09:00:00,,,,
THE IMPACT OF FOREIGN INTEREST RATE SHOCKS ON THE ECONOMY: THE ROLE OF THE EXCHANGE RATE REGIME,"JULIAN DI GIOVANNI, International Monetary Fund; JAY SHAMBAUGH, Dartmouth College",,ME,Christina Romer; David Romer,2005,55.0,2005-07-11 13:00:00,91.0,158.0,,
THE IMPACT OF INVESTOR PROTECTION LAW ON CORPORATE POLICY: EVIDENCE FROM THE BLUE SKY LAWS,"ASHWINI AGRAWAL, New York University",6505493534,CF,Raghuram G. Rajan; Amir Sufi,2009,50.0,2009-07-07 08:50:00,11.0,31.0,3.0,4.0
THE IMPACT OF RISK AND UNCERTAINTY ON EXPECTED RETURNS,"EVAN ANDERSON, Northern Illinois University; ERIC GHYSELS, University of North Carolina at Chapel Hill; JENNIFER JUERGENS, Arizona State University",7103229487,AP,Ravi Jagannathan; Tano Santos,2006,60.0,2006-07-14 13:00:00,52.0,50.0,4.0,4.0
THE IMPORTANCE OF HOLD UP IN CONTRACTING: EVIDENCE FROM A FIELD EXPERIMENT,"ANTOINETTE SCHOAR, MIT and NBER; RAJKAMAL IYER, University of Amsterdam",7004110147,CF,Raghuram G. Rajan,2008,33.333333333333336,2008-07-30 15:00:00,32.0,42.5,7.0,20.0
THE INEFFICIENCY OF REFINANCING: WHY PREPAYMENT PENALTIES ARE GOOD FOR RISKY BORROWERS,"CHRISTOPHER MAYER, Columbia University and NBER; TOMASZ PISKORSKI, Columbia University; ALEXEI TCHISTYI, New York University",7402750873,PERE,Christopher Mayer; Todd Sinai; Joseph Gyourko,2008,60.0,2008-07-23 13:00:00,10.666666666666666,22.0,1.0,1.0
THE INFLATION-UNEMPLOYMENT TRADE OFF AT LOW INFLATION,"PIERPAOLO BENIGNO, LUISS Guido Carli and NBER; LUCA ANTONIO RICCI, International Monetary Fund",,ME,Christina Romer; David Romer,2008,55.0,2008-07-09 13:00:00,,,,
"THE INVESTMENT PERFORMANCE OF HOUSING AND A ""HEDONIC"" SPATIAL EQUILIBRIUM","TRACEY SESLEN, University of Southern California; WILLIAM WHEATON, MIT; HENRY POLLAKOWSKI, MIT",57193483322,PERE,Joe Gyourko; Chris Mayer; Todd Sinai,2005,60.0,2005-07-26 14:00:00,16.666666666666668,21.333333333333332,5.0,7.0
THE INVESTMENT STRATEGIES OF SOVEREIGN WEALTH FUNDS,"SHAI BERNSTEIN, Harvard University; JOSH LERNER, Harvard University and NBER; ANTOINETTE SCHOAR, MIT and NBER",6603869069,CF,Raghuram G. Rajan; Amir Sufi,2009,35.0,2009-07-06 14:50:00,2.0,1.6666666666666667,110.0,99.0
THE IRRELEVANCE OF MARKET INCOMPLETENESS FOR THE PRICE OF AGGREGATE RISK,"DIRK KRUEGER, Goethe University Frankfurt and NBER; HANNO LUSTIG, UC, Los Angeles and NBER",7202026123,AP,Ravi Jagannathan; Tano Santos,2006,60.0,2006-07-13 13:00:00,78.0,90.0,21.0,38.0
