eid,year,group,has_discussion,references,journals
2-s2.0-52449112117,2005,AP,1,4344674622|0031396606|0030448141|16244368074|0009713512|0000735805|0032771542|16244386207|84954974222|23944458111|0003164748|0042170206|0001586150|0010962742|0012462939|46549099071|0034953589,Journal of Finance|American Economic Review|European Economic Review|Journal of Finance|Journal of Financial Economics|Journal of Political Economy|Journal of Political Economy|American Economic Review|Quarterly Journal of Economics|Journal of Finance|Journal of Financial Economics|Journal of Finance|American Economic Review|Journal of Finance|Journal of Finance|Journal of Monetary Economics|Journal of International Economics
2-s2.0-34547265616,2006,EFCE,0,,
2-s2.0-36649034710,2006,CF,1,2442619938|0000653986|0038465465|84960551914|25844459759|84959599438|0001687543|12344307626|0011603540|0033416234|0040885646|34250890715|38549147867|84977706668|0005971306|0040362553|19944408944|84993907181|46149129689|84993608428|0039021357|25844492645|0039066488|19944381844|49449125071|84993839712|84977721574,Journal of Financial Services Research|The Journal of Finance|Journal of Finance|Quarterly Journal of Economics|Journal of Finance|Journal of Financial and Quantitative Analysis|Journal of Financial Economics|Review of Financial Studies|Journal of Finance|Review of Financial Studies|Journal of Finance|Journal of Financial Economics|Journal of Financial Economics|The Journal of Finance|Journal of Finance|Journal of Finance|Journal of Finance|The Journal of Finance|Journal of Financial Economics|The Journal of Finance|Journal of Finance|Journal of Finance|Journal of Finance|Journal of Finance|Journal of Financial Economics|The Journal of Finance|The Journal of Finance
2-s2.0-84869084739,2007,EFCE,0,0033270858|84963086963|70449530457|0000829544|43949169873|43949153336|0000789987|0242676960|79955030829|0003164748|19144364975|84862620851|0040362553|84977702638|19944408944|34547890741|84856885974|0031474088|0037375927|34547676689|25844492645|0036108222|0013084399|0037673653|0009424011|12344316275,Review of Financial Studies|Quarterly Journal of Economics|Handbook of Macroeconomics|American Economic Review|Journal of Empirical Finance|Carnegie-Rochester Confer. Series on Public Policy|American Economic Review|Review of Economic Dynamics|American Economic Review|Journal of Financial Economics|Journal of Financial Economics|American Economic Review|Journal of Finance|The Journal of Finance|Journal of Finance|Journal of Finance|American Economic Review|Journal of Political Economy|Journal of Financial Economics|Journal of Monetary Economics|Journal of Finance|Review of Financial Studies|Journal of Finance|Review of Economic Dynamics|Journal of Economic Theory|Journal of Finance
2-s2.0-51749114610,2005,EFEL,1,0010597109|0034417109|0032370891|48749128357|0030527404|33644920961|2342503320|0041908199|51749119590|44949278340|29544440587|0002720622|0001660676|0031479476|0037501599|0142119248|22544487527|84944837552|84977722575|0003350474|44849094590|84877149952|1842533858|0034083899|3042814765,Journal of Finance|Review of Financial Studies|Review of Financial Studies|Journal of Banking and Finance|Review of Economics and Statistics|Journal of Finance|Journal of Economic Theory|Journal of Mathematical Economics|Review of Financial Studies|Journal of Monetary Economics|Journal of International Money and Finance|Journal of Economic Theory|Journal of Economic Theory|Review of Financial Studies|Review of Financial Studies|Journal of International Money and Finance|Quantitative Finance|The Journal of Finance|The Journal of Finance|Journal of Finance|Review of Finance|Journal of Financial Economics|Review of Economics and Statistics|Journal of International Economics|Journal of Economic Perspectives
2-s2.0-20444380401,2003,ME,0,0034372592|0006260747|45349110134|0010694450|0037905666|0000321564|0031534450|0006178565|8744288646|0001011206|0031184830|0002115197|0347392838|0035589533|0036742601,"Journal of Money, Credit and Banking|Quarterly Journal of Economics|Journal of Monetary Economics|American Economic Review|Journal of Monetary Economics|American Economic Review|Journal of Money, Credit and Banking|Journal of Monetary Economics|Journal of Futures Markets|Journal of Monetary Economics|Journal of Monetary Economics|American Economic Review|International Economic Review|Review of Economics and Statistics|Journal of Monetary Economics"
2-s2.0-77955129101,2006,IFM,1,8744302666|0036302836|24944473784|0043226159|0035593091|31544434876|15844367076|0036340669|0037295962|0035657699|49049088493|0034976984|37749010629|0033953153|0033150863,Journal of the European Economic Association|European Economic Review|Journal of Political Economy|Journal of Monetary Economics|Review of Economics and Statistics|Review of Economics and Statistics|Journal of International Economics|Journal of Monetary Economics|International Economic Review|Review of Economic Studies|Journal of International Economics|Journal of International Economics|International Finance|Journal of International Economics|Journal of International Economics
2-s2.0-55849123030,2007,AP,1,12144279436|0001645211|84993890011|0002624840|16244404602|0040705364|19944387251|33845408879|0007884883|0034861189|0039561990|33645727687|38549147867|0035535070|0039056269|0031521081|84993917531|33846190557|1642371058|28244500535|0035595262|84883929414,Journal of Political Economy|Public Opinion Quarterly|The Journal of Finance|Journal of Finance|American Economic Review|Journal of Finance|Journal of Finance|Journal of Business Finance and Accounting|Journal of Finance|Journal of Political Economy|Journal of Finance|American Economic Review|Journal of Financial Economics|Social Forces|Journal of Finance|Journal of Financial and Quantitative Analysis|The Journal of Finance|Journal of Finance|Journal of Finance|Journal of Finance|Review of Financial Studies|Searching for a Corporate Savior: The Irrational Quest for Charismatic CEOs
2-s2.0-78650304251,2008,CF,1,34548527528|33744812200|0042671365|0346937235|33748771989|0036487663|46049111810|33646193578|43949159372|38249005421|33749127008|0000200532|0042829594|0038737855|0036334425|0037290354|70249108918|0035604453|44949270586|36148931410|0037405540|0041417727|0034047981|0000859784,Review of Financial Studies|Journal of Finance|Journal of Finance|Journal of Financial Economics|Journal of Finance|Quarterly Journal of Economics|Journal of Financial Economics|European Economic Review|Journal of Banking and Finance|Journal of Banking and Finance|Journal of Financial Economics|Journal of Finance|Journal of Financial Economics|Journal of Corporate Finance|Journal of Financial Economics|Journal of Banking and Finance|Financial Management|Review of Financial Studies|Journal of Financial Economics|Journal of Financial Economics|Journal of Financial Economics|American Economic Review|European Economic Review|Journal of Finance
2-s2.0-0344702682,2001,CF,1,0013468440|0000244903|84979447307|49249142814|0030269260|0040362553|0009942755|77249133048|0000167010|84977724706|84944072660|0002098786|84974449925,Journal of Financial Economics|The Journal of Finance|Journal of Futures Markets|Journal of Financial Economics|Journal of Financial Economics|Journal of Finance|Journal of Finance|Accounting Horizons|Journal of Banking and Finance|The Journal of Finance|The Journal of Finance|Journal of Financial Economics|Journal of Financial and Quantitative Analysis
2-s2.0-84865571951,2007,EFFE,0,77955303320|34247346581|41649100866|0037905686|25144442591|78650563106|78650395972|15844392342|78650535712|20444418725|41649100300|0031350984|0008766361|0001660676|68249136965|0041589839|32544432713|80051969492|62449196420|84977702570|0039066423|0040350327|34547673305|70349918181|33750536645,Journal of Financial Economics|Journal of Monetary Economics|Journal of Finance|Journal of Monetary Economics|Journal of Banking and Finance|Journal of Econometrics|Journal of Financial Econometrics|Journal of Political Economy|Review of Financial Studies|American Economic Review|Journal of Finance|Macroeconomic Dynamics|Journal of Finance|Journal of Economic Theory|Journal of Business and Economic Statistics|Journal of Finance|Journal of Financial Economics|Review of Financial Studies|Journal of Finance|The Journal of Finance|Review of Economics and Statistics|Journal of Finance|Federal Reserve Bank of St. Louis Review|Journal of Business and Economic Statistics|Econometrica
2-s2.0-19944385232,2006,EFEL,1,3142764049|0036839235|0036742662|3142744823|0002064709|84896202653|3142767051|0036839195|8744261973|33644923805|0000949157|0000550561|85017170119|49449127434|84862244566|0011763201,"Econometrica|Journal of Banking and Finance|Journal of Monetary Economics|Journal of Money, Credit and Banking|Journal of Monetary Economics|Monetary History, Exchange Rates and Financial Markets Essays in Honour of Charles Goodhart|Journal of Money, Credit and Banking|Journal of Banking and Finance|Financial Markets, Institutions and Instruments|Journal of Business|American Economic Review|Journal of Law and Economics|American Economic Review|Journal of Banking and Finance|Quarterly Journal of Economics|Journal of Monetary Economics"
2-s2.0-45849088342,2006,EFFE,0,4444345848|34248203740|84977364496|70449530457|0012120028|35448937270|4544260608|0035628153|33749670888|0032273615|48749143178|0000829544|0000193853|34247372674|0037784725|0041974049|33847220057|15844392342|0006260747|16244417799|34248524655|3142711588|31344441352|0001532134|0037905666|34548526338|46749092056|33746208859|0033371705,Review of Economics and Statistics|Econometric Reviews|American Economic Review|Handbook of Macroeconomics|Quarterly Journal of Economics|American Economic Review|Journal of Political Economy|Brookings Papers on Economic Activity|Review of Economics and Statistics|Journal of Computational and Graphical Statistics|Journal of Monetary Economics|American Economic Review|Biometrika|Econometrica|Manchester School|Journal of the American Statistical Association|Handbook of Econometrics|Journal of Political Economy|Quarterly Journal of Economics|Review of Economic Dynamics|Journal of Business and Economic Statistics|Biometrika|Journal of Monetary Economics|Journal of Monetary Economics|Journal of Monetary Economics|Review of Economic Studies|NBER Macroeconomics Annual|Journal of Political Economy|Oxford Review of Economic Policy
2-s2.0-0036589440,2000,PERE,1,0006705505|0032285561|0025626431|84985746815|38249039121|0000705058|0011826662|0001070312|0000373931|0001554504|0030143938|0033145518|84984075446|0020666562|0041193235|0000591512|0038969032|84983946063|84977406793|0029965620|0000226398,"Journal of Economic Theory|Review of Economics and Statistics|Quarterly Journal of Economics|American Economic Review|Regional Science and Urban Economics|Regional Science and Urban Economics|The Journal of Real Estate Finance and Economics|Regional Science and Urban Economics|Journal of Money, Credit and Banking|Regional Science and Urban Economics|Journal of Urban Economics|Journal of Housing Economics|Real Estate Economics|American Economic Review|Brookings Papers on Economic Activity|Labour Economics|Quarterly Journal of Economics|Real Estate Economics|Economic Inquiry|American Economic Review|Journal of Housing Economics"
2-s2.0-84857318268,2005,CF,1,33745949099|0001193948|0036267630|80053077575|70350169213|0037570350|33846325617|0031498155|34547682156|0036017572|16244393083|29344460646|84993843447|0040304511|34548493706|0043095575|0013536177|0001476892|0242551108|0039179797|0036628373|47749124164|0035995637|0030524517|84993908963|0347013785|84974449875|0009169278|0040844809,Journal of Financial Economics|Journal of International Money and Finance|Journal of Accounting and Economics|Journal of Financial and Quantitative Analysis|Financial Management|Journal of Financial Economics|Journal of Business|Journal of Accounting and Economics|Journal of Financial Economics|Journal of Accounting Research|Journal of Finance|Review of Financial Studies|The Journal of Finance|Journal of Finance|Journal of Finance|Journal of Finance|Journal of Finance|Journal of Accounting and Economics|Journal of Financial Economics|Journal of Finance|Journal of Accounting Research|Journal of Finance|Accounting Review|Journal of Financial and Quantitative Analysis|The Journal of Finance|Financial Management|Journal of Financial and Quantitative Analysis|Journal of Finance|Journal of Finance
2-s2.0-77950286780,2004,IFM,1,23844556803|0000058833|72449156227|0009952279|41549100523|0242678541|84979188687|34848816811|1842445955|0042671261|46949106809|33847015546|34548200723|0032416910|0030079993|3342932318|15944391877|0027073641|84977702683|34249849972|0012533256|7444246169|0141866991,Review of Economics and Statistics|Journal of Economic Perspectives|Quarterly Journal of Economics|Journal of Financial Economics|Review of Financial Studies|Review of Economics and Statistics|Economica|Journal of Financial Economics|Journal of Finance|Journal of Finance|Journal of Banking and Finance|Economics Letters|Economic Policy|Journal of Political Economy|Journal of Accounting and Economics|Journal of Financial Economics|Journal of Finance|Journal of International Economics|The Journal of Finance|Quarterly Journal of Economics|Journal of Financial Economics|Journal of Financial Economics|Journal of Financial Economics
2-s2.0-0142188080,2000,AP,1,0034147016|0039030368|84977737676|38549147867|84993845943|0013413658|0033240445|0039842076|0007741128|84984180909|0041488892,Journal of Portfolio Management|Journal of Finance|The Journal of Finance|Journal of Financial Economics|The Journal of Finance|Journal of Finance|Accounting Review|Journal of Finance|Journal of Financial Economics|Contemporary Accounting Research|Journal of Finance
2-s2.0-44249093509,2005,EFEL,1,12144262641|85010390101|0039028808|44249122821|0037647368|84993661389|0000949157|0002072240|12944327413|0000998118|33645744023|7544231455|84884050052,Journal of Political Economy|Journal of Political Economy|Journal of Finance|Journal of Monetary Economics|Journal of Finance|The Journal of Finance|American Economic Review|Journal of Banking and Finance|Oxford Economic Papers|Econometrica|American Economic Review|Journal of Financial Intermediation|Interest and Prices: Foundations of a Theory of Monetary Policy
2-s2.0-73649149079,2006,EFCE,0,34247526506|0037596892|0035628153|0038673349|0006260747|33747718069|33947665498|21244471861|45849088342|0039447737|0000118629|33847663850|18744391055|0001598420|0346872543|33846109529|77957223868,Economic Theory|Review of Economics and Statistics|Brookings Papers on Economic Activity|International Economic Review|Quarterly Journal of Economics|American Economic Review|Review of Economics and Statistics|NBER Macroeconomics Annual|American Economic Review|Review of Economics and Statistics|American Economic Review|American Economic Review|Review of Economics and Statistics|Review of Economic Studies|NBER Macroeconomics Annual|NBER Macroeconomics Annual|Journal of the European Economic Association
2-s2.0-37349047872,2005,EFCE,0,37349076726|0142215929|84983958104|0030659729|0002653130|0001682128|15844392342|84888478571|33846939060|0040322024|0031280724|0034551302|10644282021|0013148655|2442521148,"Advances in Economics and Econometrics: Theory and Applications, Eighth World Congress, Volume III|Review of Economic Studies|Journal of Political Economy|Journal of Political Economy|Journal of Economic Theory|Econometrica|Journal of Political Economy|Quarterly Journal of Economics|International Economic Review|Quarterly Journal of Economics|Journal of Economic Dynamics and Control|Macroeconomic Dynamics|Quarterly Journal of Economics|Journal of Monetary Economics|Review of Economics and Statistics"
2-s2.0-23944458111,2001,AP,1,0037244925|0012387561|4344674622|0032370891|1842759799|0344839169|0000735805|0032771542|0036997692|0035998182|45949117024|0346279155|0000472873|0030545862|0000425816|0010962742|0036377649|0012462939|0039301878|0040205313|84986346816|2942706022|0002082684|0036112020|0346307687|0033474605|0000328019|0036790491,Econometrica|Review of Economic Studies|Journal of Finance|Review of Financial Studies|Journal of Financial Economics|Journal of Financial Economics|Journal of Political Economy|Journal of Political Economy|Journal of Political Economy|Journal of Business and Economic Statistics|Journal of Financial Economics|NBER Macroeconomics Annual|Journal of Business and Economic Statistics|Journal of Business and Economic Statistics|Journal of Financial Economics|Journal of Finance|Econometrica|Journal of Finance|Review of Financial Studies|Journal of Finance|Journal of Applied Econometrics|American Economic Review|Journal of Economic Perspectives|Review of Financial Studies|Econometrica|Journal of Financial Economics|Econometrica|Journal of Business and Economic Statistics
2-s2.0-0346409542,2001,IFM,1,0030251048|0026277597|45149143904|0041077377|85005350456|20944436429|0011507429|0000231078|0033793332|0012010883|0001873567|0039624712|0026959873|0042273578,Economics Letters|Quarterly Journal of Economics|Journal of Monetary Economics|American Economic Review|Contemporary Economic Policy|Journal of Monetary Economics|Journal of Economic Perspectives|American Economic Review|Economic Policy|IMF Staff Papers|IMF Staff Papers|American Economic Review|American Economic Review|Carnegie-Rochester Confer. Series on Public Policy
2-s2.0-53349118369,2005,CF,1,33645748766|33744720326|85016834058|84977364496|0344895869|2942756014|34547433726|0031413974|0000289297|84960612669|0042405183|31444435396|31444434740|51849102923|0001578789|0002846420|84993914974|0032355203,"American Economic Review|Journal of Money, Credit and Banking|American Economic Review|American Economic Review|Quarterly Journal of Economics|American Economic Review|Quarterly Journal of Economics|Quarterly Journal of Economics|American Economic Review|Quarterly Journal of Economics|Journal of Finance|Quarterly Journal of Economics|Journal of Finance|Journal of Finance|American Economic Review|American Economic Review|The Journal of Finance|RAND Journal of Economics"
2-s2.0-84867706275,2006,IFM,1,0001393537|34547669180|0142004903|8744303620|84856908316|38248999435|85113565552|44949278340|67949100675|0035585019|0036376395|43049156567|84867706275|33745822013|0036216912|12144255782|42149154442|33746865550|0000769798|33644651749|0019140244|0033466690|3342947278|0039193070|2442624703|0000510157,"Econometrica|Journal of Monetary Economics|American Economic Review|Journal of Economic Literature|American Economic Review|Journal of International Economics|Journal of Comparative Policy Analysis: Research and Practice|Journal of Monetary Economics|IMF Staff Papers|Review of Financial Studies|Econometrica|Journal of Monetary Economics|American Economic Review|Review of Economic Studies|Journal of Monetary Economics|Journal of Economic Theory|Quarterly Journal of Economics|Review of World Economics|Journal of International Money and Finance|Journal of International Economics|American Economic Review|Journal of Law, Economics, and Organization|Journal of Political Economy|NBER Macroeconomics Annual|Journal of International Money and Finance|Journal of International Economics"
2-s2.0-45849137389,2005,EFEL,1,0036092641|19144371690|33847618000|58149326397|0007884883|0034861189|8744257467|4444277242|0001266334|28144441427|0037279140|4043153533|33747681568|0029545258|1642371058|0035595262|0040898734,Journal of Public Economics|Journal of Financial Economics|American Economic Review|Games and Economic Behavior|Journal of Finance|Journal of Political Economy|Journal of Economic Perspectives|Journal of Economic Theory|Journal of Mathematical Economics|Review of Finance|Journal of Monetary Economics|American Economic Review|Journal of Economic Perspectives|Economic Journal|Journal of Finance|Review of Financial Studies|Journal of Finance
2-s2.0-77955155426,2006,EFFE,0,84981567383|0344895869|70350121603|0001912322|0038205595|34248356423|84974465990|0001881458|34848881029|2642511501|57749170727|0036027152|25644437026|0000328680|0039447737|0000118629|0036026149|34848888001|51349130626|84892702170,Oxford Bulletin of Economics and Statistics|Quarterly Journal of Economics|Handbook of Econometrics|Journal of Econometrics|Journal of Political Economy|Review of Economics and Statistics|Journal of Financial and Quantitative Analysis|Journal of Econometrics|Journal of Econometrics|Econometrica|Journal of Empirical Finance|Econometric Theory|Econometric Theory|Econometrica|Review of Economics and Statistics|American Economic Review|Econometric Theory|Journal of Econometrics|Econometrica|Review of Financial Studies
2-s2.0-77956184151,2002,IFM,1,33746228096|4544284100|33750465832|84959808114|65949093957|33749004071|0009806438|0842312523|0030524350|33745571161|0033970330|0001666257|0011631703|0036888015|0036930352|0000358347|0034002908|18744363321|38249018750|0000643696|0036614429|0000749777|0942291286|0001054430|0001051586|0001315123|34347340260,Journal of Political Economy|Journal of Economic Theory|Review of International Economics|Review of Economic Studies|Econometrica|European Financial Management|Quarterly Journal of Economics|Review of Economic Studies|Scandinavian Journal of Economics|Journal of International Economics|Journal of International Economics|Journal of International Money and Finance|Journal of International Economics|Journal of International Economics|Journal of Economic Theory|Journal of Monetary Economics|Journal of International Economics|Quarterly Journal of Economics|Journal of International Economics|International Journal of Forecasting|Journal of Economics/ Zeitschrift fur Nationalokonomie|American Economic Review|European Economic Review|European Economic Review|American Economic Review|Economic Modelling|Journal of the European Economic Association
2-s2.0-84862612131,2008,CF,1,84960565609|27744568768|12444261339|0001135052|2942756014|67349143112|84977722451|0033398232|36248990790|85010390101|0034988947|0041861253|84982953439|77956888851|13844273124|34447138870|45849137389|28244500535|0037080155|79953899911|84862612131|0042405183|0038370983|53349118369|33748552351|84960575613|84892642303|0037213595|17744368509|0030268221|35448954451,"Quarterly Journal of Economics|Journal of Political Economy|Journal of Banking and Finance|American Economic Review|American Economic Review|Journal of Financial Economics|The Journal of Finance|Journal of Political Economy|Journal of Financial Intermediation|Journal of Political Economy|Journal of Political Economy|Quarterly Journal of Economics|A Monetary History of the United States, 1867-1960|Biometrika|Journal of Finance|Oxford Economic Papers|Journal of Finance|Journal of Finance|American Journal of Epidemiology|Review of Financial Studies|American Economic Review|Journal of Finance|American Economic Review|American Economic Review|Journal of Business|Review of Economic Studies|Advances in Economics and Econometrics: Theory and Applications, Eighth World Congress, Volume 1|Journal of Financial Economics|Journal of the European Economic Association|Journal of Financial Intermediation|Review of Financial Studies"
2-s2.0-64149102384,2007,AP,1,0012692686|18044400024|33845538990|0030534228|0000833419|28444491982|44449109543|4344674622|85015692260|1842663101|62149109281|34248166112|33845288581|35648997869|0242268781|0041030608|2942726323|0142188082|64149090197|38149144646|34548532494|0034381629|33748804177|0010788842|12344272139|34248474317|85025724501,Journal of Finance|Journal of Econometrics|Management Science|Review of Financial Studies|Journal of Econometrics|Finance Research Letters|Journal of Economic Dynamics and Control|Journal of Finance|Journal of Political Economy|Journal of Finance|Journal of Financial and Quantitative Analysis|Journal of Finance|Journal of Financial Economics|Journal of Business and Economic Statistics|Journal of Econometrics|Journal of Finance|Journal of Finance|Journal of Finance|Review of Financial Studies|Journal of Empirical Finance|Review of Financial Studies|Review of Financial Studies|Journal of Finance|Financial Analysts Journal|Review of Financial Studies|Journal of Financial Economics|Topics in Catalysis
2-s2.0-36348989448,2002,EFCE,0,38249010386|0031797806|0141563567|0036866084|0039658649|48749143178|15844392342|0040364531|0006260747|33747063018|0001045914|33947654291|4544328441|0001661028|0030527910|0039765354|0000040951|0040437341,"Journal of Monetary Economics|Economic Policy|European Economic Review|Quarterly Journal of Economics|Quarterly Journal of Economics|Journal of Monetary Economics|Journal of Political Economy|Journal of Economic Literature|Quarterly Journal of Economics|International Finance|Review of Economic Dynamics|Review of Economics and Statistics|Journal of Money, Credit and Banking|Journal of Monetary Economics|Review of Economics and Statistics|American Economic Review|American Economic Review|Quarterly Journal of Economics"
2-s2.0-62749203638,2006,EFCE,0,0029799225|0035624299|0001388828|48749143178|15844392342|40749091547|33745318657|57049099252|23844540968|53349178024|20444379856|20444400894|33646792946|53349101627|84960552346|0000605080|34347341693|84963060954|77649085154|34547255501|0000817409,"American Economic Review|Journal of Labor Economics|Journal of Monetary Economics|Journal of Monetary Economics|Journal of Political Economy|Journal of Economic Dynamics and Control|Econometrica|Journal of Money, Credit and Banking|Review of Economics and Statistics|American Economic Review|Review of Economics and Statistics|American Economic Review|NBER Macroeconomics Annual|American Economic Review|Review of Economic Studies|Journal of Monetary Economics|Review of Economic Dynamics|Review of Economic Studies|NBER Macroeconomics Annual|American Economic Review|Journal of Economic Literature"
2-s2.0-34547665221,2007,EFFE,0,84952544089|0001356435|0039519993|0030356207|0345876763|0040122116|33645166162|15544383648|0036132038|0011671117|31544462063|77956890713|10844231142|0006716966|0038536912|0039925680|0038648310,Journal of Business and Economic Statistics|Journal of Econometrics|International Economic Review|Econometrica|Journal of Econometrics|Review of Economics and Statistics|Journal of Time Series Analysis|Quarterly Journal of Economics|Journal of International Economics|Journal of Econometrics|Review of Economics and Statistics|Biometrika|International Journal of Finance and Economics|Journal of Business and Economic Statistics|Econometrica|Journal of Monetary Economics|Probability Theory and Related Fields
2-s2.0-29544450516,2003,EFEL,1,0041375054|0002432433|58149363437|0011831075|43949159746|0039486397|13544257462|0041020462|0001578789|0002846420|0035132699|0041760742|0001104190,NBER Macroeconomics Annual|Journal of Financial Economics|Journal of Financial Economics|Journal of Business|Journal of Financial Economics|American Economic Review|Journal of the Japanese and International Economies|Journal of Finance|American Economic Review|American Economic Review|Journal of International Economics|Journal of the Japanese and International Economies|Journal of Finance
2-s2.0-77953812948,2009,RISK,1,73849144654|0000550052|0033966546|0041672312|2942716949|68049093019|85011655177|66249141764|51749084900|73849147554|70149113550|85011410574|47749120440|85010390101|0034988947|73849089861|53349146049|69249241347|0000269861|66149172243|84877149952|0039993932|0031413974|84950240854|76049120993|0031474088|85011383076,American Economic Review|Journal of Political Economy|Economic Journal|Journal of Finance|Journal of Finance|Journal of Monetary Economics|Journal of Economic Perspectives|Review of Financial Studies|Journal of Finance|American Economic Review|Brookings Papers on Economic Activity|Journal of Economic Perspectives|Review of Economic Studies|Journal of Political Economy|Journal of Political Economy|American Economic Review|American Economic Review|Brookings Papers on Economic Activity|Journal of Monetary Economics|Handbook of the Economics of Finance|Journal of Financial Economics|Quarterly Journal of Economics|Quarterly Journal of Economics|Quarterly Journal of Economics|Quarterly Journal of Economics|Journal of Political Economy|Journal of Economic Perspectives
2-s2.0-23044445249,2001,PERE,1,0018921828|0032766686|0024158228|38249030421|84925922253|0019663112|0033465305|84891010016|0000393036|23044444658|0001317999|0037303317|0037332214|0000599415|0026350469|0026340197|0036076740|0042901701|0002469680,Regional Science and Urban Economics|Journal of Political Economy|American Economic Review|Journal of Urban Economics|Journal of Urban Economics|Journal of Regional Science|Review of Economics and Statistics|Investment under Uncertainty|Regional Science and Urban Economics|Journal of Law and Economics|Journal of Monetary Economics|Journal of Regional Science|Quarterly Journal of Economics|Journal of Housing Economics|American Economic Review|Journal of Political Economy|Econometrica|Papers of the Regional Science Association|Journal of Urban Economics
2-s2.0-67349243702,2005,PERE,1,31244433100|0036071584|51249091642|30644478119|4043104735|0000069829|0008482329|0442293860|0346093811|0037929557|0023723261|0037259083|0029487967|84960609570|0026340197|45549121614|66049131988|0000683122,Research Policy|Journal of Economic Geography|Journal of Urban Economics|Annals of Regional Science|Journal of Economic Geography|Journal of Urban Economics|American Economic Review|Journal of the American Statistical Association|Journal of Econometrics|Annals of Regional Science|Regional Science and Urban Economics|Journal of Urban Economics|Journal of Political Economy|Quarterly Journal of Economics|Journal of Political Economy|Journal of Monetary Economics|Handbook of Regional and Urban Economics|Journal of Urban Economics
2-s2.0-41149091774,2007,IFM,1,0242345456|25144492738|77956866132|0031670190|28244441727|13944263683|33747075817|21044437667|13944253758|34247379925|4444299332|35348926208|29344446166|34548287456|34548229426|25144433395|1642369860|0033407259|33750489015,"American Economic Review|Brookings Papers on Economic Activity|Handbook of International Economics|European Economic Review|Economic Journal|Journal of International Money and Finance|Journal of Money, Credit and Banking|Journal of Political Economy|Journal of International Money and Finance|Journal of Monetary Economics|Review of Economics and Statistics|Journal of Political Economy|Review of Financial Studies|Economic Policy|Economic Policy|Brookings Papers on Economic Activity|Quarterly Journal of Economics|Review of Financial Studies|Review of Financial Studies"
2-s2.0-84876361140,2008,AP,1,22144449932|77952885173|0013068840|84868340353|79960751637|0031094164|79956160617|84864964155|0001949247|76349120385|0007980113|33244475810|84993897536|77955277102|66249141764|0002624840|0042594655|74249097754|8744258405|84900013243|33646387170|84977737676|38549147867|0013413658|11544342489|84862759187|0042907646,Journal of Financial Economics|Journal of Financial Intermediation|Journal of Financial Markets|Foundations and Trends in Finance|Journal of Portfolio Management|Journal of Portfolio Management|Journal of Financial Economics|Journal of Financial Economics|Journal of Financial Economics|Journal of Monetary Economics|Journal of Finance|Journal of Business|The Journal of Finance|Journal of Finance|Review of Financial Studies|Journal of Finance|Journal of Finance|Journal of Finance|Journal of Finance|The Journal of Finance|Financial Analysts Journal|The Journal of Finance|Journal of Financial Economics|Journal of Finance|Journal of Finance|Journal of Financial Economics|Journal of Political Economy
2-s2.0-74349127207,2007,ME,0,34248203740|45849130081|33749670888|85015971118|84892233930|15844392342|0006260747|0023416976|0037905666|41549105440|27144433498|45849088342|0039447737|0000507406|0038712489|2442527511|58149405892|0000118629|22144440111|33746633914|0036810481|33645747482|77957241272|34547309730|33846109529,"Econometric Reviews|Quarterly Journal of Economics|Review of Economics and Statistics|Palgrave Handbook of Econometrics: Volume 2: Applied Econometrics|New Trends in Macroeconomics|Journal of Political Economy|Quarterly Journal of Economics|ACM Transactions on Mathematical Software (TOMS)|Journal of Monetary Economics|Journal of Money, Credit and Banking|Journal of Monetary Economics|American Economic Review|Review of Economics and Statistics|Journal of Monetary Economics|Journal of Economic Dynamics and Control|American Economic Review|Carnegie-Rochester Confer. Series on Public Policy|American Economic Review|Review of Economic Studies|Quarterly Journal of Economics|Computational Economics|American Economic Review|Journal of the European Economic Association|American Economic Review|NBER Macroeconomics Annual"
2-s2.0-84870372403,2007,IFM,1,8744303620|84863393449|77956107582|25144492738|77956790241|0029487973|4043087027|33646346104|77956103491|77956782282|34447536651|77953615239|34547325809|67949100675|25144435928|85016940593|77953810326|34548350531|33947654291|58249085373|26444489007|33751189676|29844449863|0000469564,Journal of Economic Literature|Quarterly Journal of Economics|American Economic Review|Brookings Papers on Economic Activity|Handbook of Labor Economics|Journal of Development Economics|American Economic Review|Quarterly Journal of Economics|American Economic Review|Handbook of Macroeconomics|Journal of International Economics|Journal of International Economics|American Economic Review|IMF Staff Papers|Brookings Papers on Economic Activity|American Economic Review|European Economic Review|Review of International Economics|Review of Economics and Statistics|Economic Notes|Quarterly Journal of Economics|Journal of Monetary Economics|American Economic Review|European Economic Review
2-s2.0-84872817345,2005,IFM,1,84977407404|33646195738|77954196904|0000611230|0142118658|27744521889|77955409132|84927964497|4143114657|0034980943|10644258277|0038467273|84927057936|0001272578,"Economic Inquiry|Journal of International Economics|Journal of Money, Credit and Banking|Journal of International Money and Finance|Journal of Monetary Economics|International Economic Review|International Economic Review|Review of Economic Studies|Review of Development Economics|Review of Economic Studies|Journal of Economic Theory|Economic Theory|B.E. Journal of Macroeconomics|Review of Economic Studies"
