title,group,year,abstract
Illiquid Housing as Self-Insurance: The Case of Long-Term Care,PERE,2008,"Long-term care is one of the few observable triggers for home sale among the elderly. Combined with a thin reverse mortgage market, this helps rationalize weak demand for long-term care insurance (LTCI). Home equity tapped in the event of long-term  care reduces the gain to insurance transfers from healthy states, in which home equity typically goes unspent. The Health and Retirement Study provides empirical evidence supporting this mechanism. Households exposed to large increases in home equity in the recent housing boom were relatively unlikely to add LTCI coverage and relatively likely to drop coverage."
On Local Housing Supply Elasticity,PERE,2008,"Housing markets have been established as fundamental to understanding business cycles, financial market stability, labor mobility, household wealth, individual portfolio allocation, and urban dynamics. What determines local housing supply elasticities and prices? In this paper I give empirical content to the concept of land availability by processing satellite-generated data on elevation and presence of water bodies to precisely estimate the amount of developable land in each metro area. I demonstrate that development is effectively curtailed by the presence of slopes above 15% and that most areas that are widely regarded as supply-inelastic are, in fact, severely land-constrained by their topography. Furthermore, the extent of topographical constraints correlates positively and strongly with regulatory barriers to development. Immigration, high taxes, politics, and “communitarian” social capital are also predictive of more restrictive residential land regulations. I estimate a system of equations where housing prices, construction, and regulations are all determined endogenously. Housing supply elasticities can be well-characterized as functions of both physical and regulatory constraints, which in turn are endogenous to prices and past growth. The results provide operational estimates of local supply elasticities in all major US metropolitan areas."
Retail Zoning and Competition,PERE,2008,
"Subprime Outcomes: Risky Mortgages, Homeownership Experiences, and Foreclosures",PERE,2008,
The Inefficiency of Refinancing: Why Prepayment Penalties Are Good for Risky Borrowers,PERE,2008,
Inside and Outside Liquidity,RISK; AP,2008,"We consider a model of liquidity demand arising from maturity mismatch on one side of the market. This demand can be met with either the cash held by those with the liquidity need, what we refer to as inside liquidity, or alternatively via asset sales. In this latter case then assets are exchanged for the cash held by agents other than those with these liquidity needs. We refer to this cash as outside liquidity. The questions we address are: (a) what determines the mix of inside and outside liquidity in equilibrium? (b) does the market provide an efficient mix of inside versus inside liquidity? and (c) if not, what kind of interventions can be proposed to restore efficiency? We argue that a key determinant of the aforementioned mix is the timing of the liquidation decision. An important source of inefficiency is the presence of asymmetric information about asset values, which increases the longer a liquidity trade is delayed. We establish that an immediate-trading equilibrium always exists, where liquidity trading occurs in anticipation of a liquidity shock. Another, delayed-trading equilibrium, in which liquidity trading is a response to a liquidity shock, may also exist. We show that, when it exists, the delayed-trading equilibrium is efficient, despite the presence of adverse selection."
Parameter Uncertainty and the Credit Risk of Collateralized Debt Obligations,RISK; AP,2008,"This paper examines the empirical difficulties inherent in assessing the credit quality of collateralized debt obligations (CDOs). Because of the way CDO liabilities are structured, CDO note payouts are sensitive to tail collateral loss events. As a result, in order to assess the likelihood and severity of a CDO note’s losses, one needs to know the distribution of losses for each collateral asset, as well as the dependence of losses across collateral assets. In practice, CDO collateral losses are most commonly modeled using normal copulas. I show that for more senior CDO tranches, standard credit risk metrics such as probability of default, expected loss, and conditional expected loss are highly sensitive to model parameters that are not directly observable. Given assumptions about the historical data available to a credit analyst, I compute bounds on the accuracy of normal copula parameter estimators and show that in applied settings data constraints are likely to impose severe limitations on an analyst’s ability to accurately evaluate CDO tranches. Thus, CDO note credit ratings should be viewed as more preliminary and less informative than comparable corporate bond ratings."
Risk Spillovers of Financial Institutions,RISK; AP,2008,"This paper uses quantile regressions to document risk spillovers, the increase in financial institutions’ Value-at-Risk (VaR) when other institutions are under distress. We also find that distress in hedge fund sector predicts a higher VaR for investment banks in the subsequent month. We identify six common factors  that explain the risk spillovers across institutions. This set of risk factors also explains a large part of financial institutions’ average returns."
Are Stocks Really Less Volatile in the Long Run?,AP,2009,
"Composition of Wealth, Conditioning Information, and the Cross-section of Stock Returns",AP,2009,
Corporate Financing Decisions and Managerial Market Timing,AP,2009,
Decentralized Trading with Private Information,AP,2009,
Disasters Implied by Equity Index Options,AP,2009,
Does Ambiguity Matter? Estimating Asset Pricing Models with a Multiple-Priors Recursive Utility,AP,2009,
Stock-Based Compensation and CEO (Dis)Incentives,AP,2009,
The Long-Run Risks Model and Aggregate Asset Prices: An Empirical Assessment,AP,2009,"The long-run risks model of asset prices explains stock price variation as a response to persistent fluctuations in the mean and volatility of aggregate consumption growth, by a representative agent with a high elasticity of intertemporal substitution. This paper documents several empirical difficulties for the model as calibrated by Bansal and Yaron (BY, 2004) and Bansal, Kiku, and Yaron (BKY, 2007a). BY's calibration counterfactually implies that long-run consumption and dividend growth should be highly persistent and predictable from stock prices. BKY's calibration does better in this respect by greatly increasing the persistence of volatility fluctuations and their impact on stock prices. This calibration fits the predictive power of stock prices for future consumption volatility, but implies much greater predictive power of stock prices for future stock return volatility than is found in the data. Neither calibration can explain why movements in real interest rates do not generate strong predictable movements in consumption growth. Finally, the long-run risks model implies extremely low yields and negative term premia on inflation-indexed bonds."
A Reference Point Theory of Mergers and Acquisitions,CF,2009,
A Theory of Firm Scope,CF,2009,
Disclosure and the Cost of Capital: Evidence from Firms' Responses to the Enron Shock,CF,2009,
Do Regulations Based on Credit Ratings Affect a Firm's Cost of Capital?,CF,2009,
Do Women Pay More for Credit? Evidence from Italy,CF,2009,
"Information Disclosure, Cognitive Biases, and Payday Borrowing",CF,2009,
Investment Banking Careers,CF,2009,
Monitoring Managers: Does It Matter?,CF,2009,
Regulatory Pressure and Fire Sales in the Corporate Bond Market,CF,2009,
Sovereign Wealth Funds: Investment Choices and Implications around the World,CF,2009,
The Impact of Investor Protection Law on Corporate Policy: Evidence from the Blue Sky Laws,CF,2009,
The Investment Strategies of Sovereign Wealth Funds,CF,2009,
A Leverage-Based Model of Speculative Bubbles,EFCE,2009,"This paper explores whether various credit market interventions can give rise to or rule out the possibility of speculative bubbles. As in previous work by Allen and Gorton (1993) and Allen and Gale (2000), a bubble can occur in my model because traders purchase assets with funds borrowed from creditors who cannot monitor those to whom they lend. This paper adds to this literature by allowing creditors and traders to enter into more general contracts, and by allowing dynamic considerations to affect both contracting and trading strategies. The model suggests that limiting the use of exotic loan contracts need not rule out bubbles, and that the existence of a bubble hinges not on how low short-term rates fall during a monetary expansion but on where rates are expected to settle subsequently."
Asset-Price Channels and Macroeconomic Fluctuations,EFCE,2009,We construct and estimate a dynamic stochastic general equilibrium model with heterogenous agents and credit constraints. We argue that a financial multiplier can be effective in transforming economic shocks into the observed fluctuations in aggregate output only if the model can generate large fluctuations in asset prices. Our estimation shows that the housing demand shock in our model not only accounts for most of the observed fluctuations in the land price but also contributes to 35 − 45% of investment fluctuations at business cycle frequencies. Such dynamic interactions between land prices and investment movements are the key to our finding of the empirically important amplification and propagation operating through endogenous credit constraints.
Conventional and Unconventional Monetary Policy,EFCE,2009,"We extend the basic (representative-household) New Keynesian [NK] model of the monetary transmission mechanism to allow for a spread between the interest rate available to savers and borrowers, that can vary for either exogenous or endogenous reasons. We find that the mere existence of a positive average spread makes little quantitative difference for the predicted effects of particular policies. Variation in spreads over time is of greater significance, with consequences both for the equilibrium relation between the policy rate and aggregate expenditure and for the relation between real activity and inflation. Nonetheless, we find that the target criterion – a linear relation that should be maintained between the inflation rate and changes in the output gap — that characterizes optimal policy in the basic NK model continues to provide a good approximation to optimal policy, even in the presence of variations in credit spreads. Such a “flexible inflation target” can be implemented by a central-bank reaction function that is similar to a forward-looking Taylor rule, but that includes an adjusted for changes in current and expected future credit spreads. The implications for policy are thus similar in spirit to the kind of spread-adjusted Taylor rule proposed by Taylor (2008) and McCulley and Toloui (2008)."
"Financial Frictions, Financial Integration and The International Propagation of Shocks",EFCE,2009,"This paper develops a quantitative two-country model with a financial accelerator and endogenous portfolio choice to study how the international transmission of asymmetric shocks is affected in the presence of levered cross-border investors. Foreign exposure in interconnected balance sheets of financially constrained investors can indeed act as a powerful propagation mechanism of asymmetric shocks across countries. However, in the model financial and real interdependence can be very strong even with minimal balance sheet exposure, if financial markets are integrated, reflecting a strong pressure towards the cross-border equalization of external finance premia faced by levered investors. In turn, this may result in tight linkages in leverage and macroeconomic dynamics across countries."
Measuring Oil-price Shocks Using Market-based Information,EFCE,2009,"We study the effects of oil-price shocks on the U.S economy combining narrative and quantitative approaches. After examining daily oil-related events since 1984, we classify them into various event types. We then develop measures of exogenous shocks that avoid endogeneity and predictability concerns. Estimation results indicate that oil-price shocks have had substantial and statistically significant effects during the last 25 years. In contrast, traditional VAR approaches imply much weaker and insignificant effects for the same period. This discrepancy stems from the inability of VARs to separate exogenous oil-supply shocks from endogenous oil-price fluctuations driven by changes in oil demand."
Noisy Business Cycles,EFCE,2009,
Pitfalls in Estimating Asymmetric Effects of Energy Price Shocks,EFCE,2009,"A common view in the literature is that the effect of energy price shocks on macroeconomic aggregates is asymmetric in energy price increases and decreases. We show that widely used asymmetric vector autoregressive models of the transmission of energy price shocks are misspecified, resulting in inconsistent parameter estimates, and that the implied impulse responses have been routinely computed incorrectly. As a result, the quantitative importance of unanticipated energy price increases for the U.S. economy has been exaggerated. In response to this problem, we develop alternative regression models and methods of computing responses to energy price shocks that yield consistent estimates regardless of the degree of asymmetry. We also introduce improved tests of the null hypothesis of symmetry in the responses to energy price increases and decreases. An empirical study reveals little evidence against the null hypothesis of symmetry in the responses to energy price shocks. Our analysis also has direct implications for the theoretical literature on the transmission of energy price shocks and for the debate about policy responses to energy price shocks."
Potential and Natural Output,EFCE,2009,
Really Uncertain Business Cycles,EFCE,2009,"We propose uncertainty shocks as an additional impulse driving business cycles. First, we demonstrate that uncertainty, measured by a number of proxies, appears to be strongly countercyclical. When uncertainty is included in a standard vector autoregression, increases in uncertainty lead to a large drop and subsequent rebound in economic activity. Second, we build a dynamic stochastic general equilibrium model that extends the benchmark neoclassical growth model along two dimensions. It allows for the existence of heterogeneous firms with non-convex adjustment costs in both capital and labor, as well as time-variation in uncertainty that is modeled as a change in the variance of innovations to productivity. We find that increases in uncertainty lead to large drops in economic activity. This occurs because a rise in uncertainty makes firms cautious, leading them to pause hiring and investment, and reduces the reallocation of capital and labor across firms, leading to a large fall in productivity growth. Finally, we show that uncertainty significantly reduces the response of the economy to stimulative policy, relative to its response during low uncertainty periods. This implies that in order for policy during high uncertainty periods to have the same effect it would as under low  uncertainty periods, the policy impulse should be significantly larger and temporary."
The Bond Premium in a DSGE Model with Long-Run Real and Nominal Risks,EFCE,2009,"The term premium on nominal long-term bonds in the standard dynamic stochastic general equilibrium (DSGE) model used in macroeconomics is far too small and stable relative to empirical measures obtained from the data— an example of the “bond premium puzzle.” However, in models of endowment economies, researchers have been able to generate reasonable term premiums by assuming that investors have recursive Epstein-Zin preferences and face long-run economic risks. We show that introducing Epstein-Zin preferences into a canonical DSGE model can also produce a large and variable term premium without compromising the model’s ability to fit key macroeconomic variables. Long-run real and nominal risks further improve the model’s ability to fit the data with a lower level of household risk aversion."
The Effects of Foreign Shocks When US Interest Rates are at Zero,EFCE,2009,"This paper uses a two country DSGE model to show that the effects of an adverse foreign demand shock on the United States are greatly amplified if U.S. monetary policy is constrained from reducing nominal interest rates for a protracted period. In particular, a shock that causes foreign GDP to decline 1 percent causes U.S. output to fall about 0.8 percent in our benchmark specification in which the United States is mired in a liquidity trap, compared with the 0.3 percent fall that occurs in the normal situation in which the United States can freely adjust policy rates. This amplification in the presence of the binding zero bound constraint occurs because U.S. domestic demand contracts in response to higher real interest rates rise, in sharp contrast to the “textbook” implications of a negative external demand shock when policy rates can be freely adjusted."
The Return of the Wage Phillips Curve,EFCE,2009,
"Uncertain Times, Uncertain Measures",EFCE,2009,
When is the Government Spending Multiplier Large?,EFCE,2009,
Where should liquidity be injected during a financial crisis?,EFCE,2009,
Banking Crises and Crises Dating: Theory and Evidence,EFEL,2009,"We analyze the effect of financial integration on the degree of business cycle synchronization, using a confidential dataset on banks' international bilateral exposure over the past three decades in a panel of twenty developed countries. Financial integration is associated with less synchronized output cycles, in line with the standard theories of output fluctuations. We employ two distinct instrumental variable specifications to identify the one-way effect of integration on synchronization. These specifications reveal that the component of banking integration predicted by legislative-regulatory harmonization policies and the nature of the bilateral exchange rate regime has a negative effect on output synchronization. Our results contrast with those of the cross-sectional studies that show an increase in the degree of business cycles synchronization as a result of financial integration. We reconcile the different results by showing that the cross-sectional estimates suffer from omitted-variable bias."
Bursting Bubbles: Consequences and Cures,EFEL,2009,
Capital Structure Dynamics and Transitory Debt,EFEL,2009,"We estimate a dynamic capital structure model in which firms have permanent leverage targets, yet respond to shocks to investment opportunities by incurring transitory debt obligations that represent deliberate, but temporary, deviations from target. The model yields a variety of testable predictions about the link between capital structure and attributes of firms’ investment opportunities, including the volatility and serial correlation of investment opportunity shocks, the marginal profitability of investment, and the nature of capital stock adjustment costs. Target capital structures reflect the value of the option to issue transitory debt, and the average outstanding amount of debt differs predictably from target because the optimal leverage path reflects time-varying (and state-contingent) transitory debt, whose usage is determined by the firm-specific properties of current and prospective shocks to investment opportunities. Sluggish mean reversion in leverage reflects the opportunity cost of utilizing debt capacity, and not transactions costs of debt issuance, which are zero in our model."
"Confidence, Crashes and Animal Spirits",EFEL,2009,This paper argues that the equilibrium business cycle theory which has guided macroeconomics for the past thirty five years is flawed. I introduce an alternative paradigm that retains the main message of Keynes’ General Theory and which reconciles that message with Walrasian economics. I argue that there are two market failures in the labor market: A lemons problem and an externality. I show how those two problems lead to inefficient equilibria in which the unemployment rate is determined by the self-fulfilling beliefs of stock market participants.
Dynamic Bank Runs,EFEL,2009,
Entrepreneurial Finance and Non-diversifiable Risk,EFEL,2009,
Financial Integration and Business Cycle Synchronization,EFEL,2009,"Entrepreneurs face significant non-diversifiable business risks. We build a dynamic incomplete-markets model of entrepreneurial finance to demonstrate the important implications of non-diversifiable risks for entrepreneurs’ interdependent consumption, portfolio allocation, financing, investment, and business exit decisions. The optimal capital structure is determined by a generalized tradeoff model where leverage via risky non-recourse debt provides significant diversification benefits. More risk-averse entrepreneurs default earlier, but also choose higher leverage, even though leverage makes his equity more risky. Non-diversified entrepreneurs demand both systematic and idiosyncratic risk premium. Cash-out option and external equity further improve diversification and raise the entrepreneur’s valuation of the firm. Finally, entrepreneurial risk aversion can overturn the risk-shifting incentives induced by risky debt."
Liquidity Needs in Economies with Interconnected Financial Obligations,EFEL,2009,
Rollover Risk and Market Freezes,EFEL,2009,
"Securitization, Transparency and Liquidity",EFEL,2009,"We present a model in which issuers of structured bonds choose to release coarse information to enhance the liquidity of their primary market, at the cost of reducing secondary market liquidity or even causing it to freeze. The degree of transparency is inefficiently low if the social value of secondary market liquidity exceeds its private value. We analyze various types of public intervention – mandatory transparency standards, provision of liquidity to distressed banks or secondary market price support – and find that they have quite different welfare implications. Finally, transparency is greater if issuers restrain the issue size, or tranche it so as to sell the more information-sensitive tranche to sophisticated investors only."
The Cyclical Component of US Asset Returns,EFEL,2009,
"Why Don't Lenders Renegotiate More Home Mortgages? Redefaults, Self-Cures and Securitization",EFEL,2009,"We document the fact that servicers have been reluctant to renegotiate mortgages since the foreclosure crisis started in 2007, having performed payment reducing modifications on only about 3 percent of seriously delinquent loans. We show that this reluctance does not result from securization: servicers renegotiate similarly small fractions of loans that they hold in their portfolios. Our results are robust to different definitions of renegotiation, including the one most likely to be affected by securitization, and to different definitions of delinquency. Our results are strongest in subsamples in which unobserved heterogeneity between portfolio and securitized loans is likely to be small and for subprime loans. We use a theoretical model to show that redefault risk, the possibility that a borrower will still default despite costly renegotiation, and self-cure risk, the possibility that a seriously delinquent borrower will become current without renegotiation, make renegotiation unattractive to investors."
Altruistic Dynamic Pricing with Customer Regret,EFHJ,2009,"A model is considered where firms internalize the regret costs that consumers experience when they see an unexpected price change. Regret costs are assumed to be increasing in the size of price changes and this can explain why the size of price increases is less sensitive to inflation than in models with fixed costs of changing prices. The latter predict unrealistically large responses of price changes to inflation for firms that do not frequently reduce their prices. Adjustment costs that depend on the size of price changes also raise the variability on the size of price increases. Lastly, it is argued that the common practice of announcing price increases in advance is much easier to rationalize with regret concerns by consumers than with more standard approaches to price rigidity."
Customer Capital,EFHJ,2009,"Firms spend significant resources on creating and maintaining long-term customer relationships. We explore the role of this customer capital - a form of intangible capital - for firm valuation and physical investment. We build a general equilibrium model of long-term customer relationships, where existing customers are partially locked-in due to frictional product markets, and firms advertise, competing for customers by offering discounts. Calibrating the model, we find that it reproduces the low correlation of investment with Tobin’s Q, and the high correlation of investment with cash flows found in data. Consistent with our model, we find that in the data investment is more correlated with cash flows, and less with Q, in industries where customer capital (as proxied by advertising expenses) is more important."
Estimating the Border Effect: Some New Evidence,EFHJ,2009,
Exchange Rates and Producer Prices: Evidence from Micro Data,EFHJ,2009,"We investigate the role played by pricing-to-market and endogenous price adjustment in explaining exchange rate passthrough. We make use of a producer price data set where we observe the prices charged by plants who produce and sell the same product in home and export markets. We focus on prices invoiced in destination currency. We use a fixed e¤ects strategy to control for marginal cost shocks, and examine price responses to the relative-demand-shifting component of exchange rate changes. We find strong evidence of pricing-to-market: conditioning on price changes in both markets, relative prices move one-for-one with changes in exchange rates. Consistent with this finding, the probability that prices change in one market but not the other does not depend on the size of exchange rate changes. Together, these findings imply zero passthrough of exchange rate changes into export prices at the factory gate when prices are invoiced in destination currency."
Information Constrained State Dependent Pricing,EFHJ,2009,"I present a generalization of the standard (full-information) model of state-dependent pricing in which decisions about when to review a firm's existing price must be made on the basis of imprecise awareness of current market conditions. The imperfect information is endogenized using a variant of the theory of ""rational inattention"" proposed by Sims (1998, 2003, 2006). This results in a one-parameter family of models, indexed by the cost of information, which nests both the standard state-dependent pricing model and the Calvo model of price adjustment as limiting cases (corresponding to a zero information cost and an unboundedly large information cost respectively). For intermediate levels of the information cost, the model is equivalent to a ""generalized Ss model"" with a continuous ""adjustment hazard"" of the kind proposed by Caballero and Engel (1993a, 1993b), but provides an economic motivation for the hazard function and very specific predictions about its form. For high enough levels of the information cost, the Calvo model of price-setting is found to be a reasonable approximation to the exact equilibrium dynamics, except in the case of (infrequent) large shocks. When the model is calibrated to match the frequency and size distribution of price changes observed in microeconomic data sets, prices are found to be much less flexible than in a full-information state-dependent pricing model, and only about 20 percent more flexible than under a Calvo model with the same average frequency of price adjustment.
"
Lost in Transit: Product Replacement Bias and Pricing to Market,EFHJ,2009,"Product replacement is frequent in the micro-data that underlie U.S. import and export price indices. In contrast, price changes are infrequent in these data. In constructing price indices, price adjustments that occur at the time of product replacements tend to be dropped. If price adjustments disproportionately occur at the time of product replacements then price adjustments are disproportionately unobserved. We show that this ""product replacement bias"" has distorted the measured long-run relationship between import and export prices and the exchange rate by a factor of between 1.7 and 2.2. Accounting for this bias, we find that the price of non-oil U.S. imports (relative to domestic consumption) responds by roughly 0.7% for each 1% change in the U.S. real exchange rate, while the price of U.S. exports (relative to foreign consumption) responds by roughly 0.8%. This contrasts with conventional pass-through estimates of 0.2-0.4% for non-oil import prices and 0.9% for export prices. Thus, we find that the degree of pricing to market for U.S. imports and exports is more symmetric and the degree of pricing to market for U.S. imports more moderate than conventional measures suggest. Adjusting for product replacement bias also substantially raises the volatility of the terms of trade. These results improve the fit of the data to standard models."
Reconsidering the Microeconomic Foundations of Price-Setting Behavior,EFHJ,2009,"Although the Dixit-Stiglitz aggregator is the workhorse specification of monopolistic competition, this framework and related variants abstract from a key stylized fact from empirical studies of consumer behavior and product marketing, namely, that the price elasticity of demand for a given brand is primarily determined by the extensive margin (i.e., changes in the number of customers purchasing that product) rather than the intensive margin (i.e.,changes in the specific quantity purchased by each individual customer). In this paper, we begin by analyzing household scanner data to confirm the salient empirical results. We then proceed to formulate a new dynamic stochastic general equilibrium modelling framework that captures both the intensive and extensive margins of demand, and we investigate the implications of this framework under two alternative sources of firm-level heterogeneity. First, in the case of idiosyncratic productivity shocks, we obtain analytic results for consumer demand and firms’ price-setting behavior and we show that the implications of the model are consistent with the key stylized facts. Second, in the case of staggered nominal price contracts, we show that the presence of customer search has important consequences for the welfare costs of inflation variability and hence for the design of monetary policy."
Reset Price Inflation and the Impact of Monetary Policy Shocks,EFHJ,2009,"A standard state-dependent pricing model generates little monetary non-neutrality. Two ways of generating more meaningful real effects are time-dependent pricing and strategic complementarities. These mechanisms have telltale implications for the persistence and volatility of ""reset price inflation."" Reset price inflation is the rate of change of all desired prices (including for goods that have not changed price in the current period). Using the micro data underpinning the CPI, we construct an empirical measure of reset price inflation. We find that time-dependent models imply unrealistically high persistence and stability of reset price inflation. This discrepancy is exacerbated by adding strategic complementarities, even under state-dependent pricing. A state-dependent model with no strategic complementarities aligns most closely with the data."
Some Evidence on the Importance of Sticky Wages,EFHJ,2009,"Nominal wage stickiness is an important component of recent medium-scale structural macroeconomic models, but to date there has been little microeconomic evidence supporting the assumption of sluggish nominal wage adjustment. We present evidence on the frequency of nominal wage adjustment using data from the last two complete panels of the Survey of Income and Program Participation (SIPP). The SIPP provides high-frequency information on wages, employment and demographic characteristics for a large and representative sample of the US population. The main results of the analysis are as follows. 1) After correcting for measurement error, wages appear to be very sticky. In the average quarter, the probability that an individual will experience a nominal wage change is between 6 and 20 percent, depending on the samples and assumptions used. 2) There is no significant heterogeneity in the frequency of wage adjustment across industries, but there is heterogeneity across occupations when salaried workers are included in the analysis. 3) The frequency of wage adjustment does not display any significant seasonal pattern. 4) The hazard of a nominal wage change first increases and then decreases, with a peak at 12 months. These results are robust to examining wage changes for either hourly or salaried workers, controlling for attrition by using a balanced panel, and varying the degree of correction for measurement error."
Are Macroeconomic Variables Useful for Forecasting the Distribution of U.S. Inflation?,EFWW,2009,"Much of the US inflation forecasting literature deals with examining the ability of macroeconomic indicators to predict the mean of future inflation, and the overwhelming evidence suggests that the macroeconomic indicators provide little or no predictability. In this paper, we expand the scope of inflation predictability and explore whether macroeconomic indicators are useful in predicting the distribution of future inflation. To incorporate macroeconomic indicators into the prediction of the conditional distribution of future inflation, we introduce a semi-parametric approach using conditional quantiles. The approach offers more flexibility in capturing the possible role of macroeconomic indicators in predicting the different parts of the future inflation distribution. Using monthly data on US inflation, we find that unemployment rate, housing starts, and the term spread provide significant out-of-sample predictability for the distribution of core inflation. Importantly, this result is obtained for a forecast evaluation period that we intentionally chose to be after 1984, when current research shows that macroeconomic indicators do not add much to the predictability of the future mean inflation. This paper discusses various findings using forecast intervals and forecast densities, and highlights the unique insights that the distribution approach offers, which otherwise would be ignored if we relied only on mean forecasts."
Dynamic Hierarchical Factor Models,EFWW,2009,"This paper presents a three level dynamic factor model with a block structure that allows us to distinguish series-specific variations from two types of common variations:- those from (level two) factors that are common to units within a block, and those from (level three) factors that are common across blocks. A four-level model is obtained by allowing each block to have subblocks. The model is estimated using an MCMC algorithm that explicitly takes into account the dependence of the lower level factors on the higher level ones. We find that regional variations dominate aggregate level variations in housing prices and that in spite of the attention given to releases of employment data, the aggregate component in the employment block is very small."
Generalized Least Squares Estimation of Panel with Common Shocks,EFWW,2009,"This paper considers GLS estimation of linear panel models when the innovation and the regressors can both contain a factor structure. A novel feature of this approach is that preliminary estimation of the latent factor structure is not necessary. Under a set of regularity conditions here provided, we establish consistency and asymptotic normality of the feasible GLS estimator as both the cross-section and time series dimensions diverge to infinity. Dependence, both temporally and cross-sectionally, of the idiosyncratic innovation is permitted. Our results are presented separately for time regressions with unit-specific coefficients as well as for cross-section regressions with time-specific coefficients. As particular cases of our set up, we establish primitive conditions of our assumptions for Andrews (2005) and Pesaran (2006) regression models. A set of Monte Carlo experiments corroborate our results."
Identifying Euler Equation Models Via Stability Restrictions,EFWW,2009,
Identifying the Sources of Instabilities in Macroeconomic Fluctuations,EFWW,2009,
Inflation Compensation and the Macroeconomy: What Drives Break-Even Inflation Rates?,EFWW,2009,"The yield spread between nominal and inflation-linked bonds (break-even inflation rates, BEIR, or inflation compensation) is a fundamental indicator of inflation expectations (and associated premia). This paper investigates the role of several macroeconomic and financial variables as determinants of the BEIR using Bayesian model selection techniques, and documents their explanatory power at di¤erent horizons. At short horizons, current inflation dynamics is the main determinant of the BEIR in the euro area. At long horizons, financial variables (i.e. term spread, bond market volatility) become increasingly relevant, but confidence and cyclical indicators remain important. Real activity, the term spread and the long-term bond yield volatility are important determinants of the US BEIRs at all horizons."
Nested Forecast Model Comparisons: A New Approach to Testing Equal Accuracy,EFWW,2009,"This paper develops bootstrap methods for testing whether, in a finite sample, competing out-of-sample forecasts from nested models are equally accurate. Most prior work on forecast tests for nested models has focused on a null hypothesis of equal accuracy in population | basically, whether coefficients on the extra variables in the larger, nesting model are zero. We instead use an asymptotic approximation that treats the coefficients as non-zero but small, such that, in a finite sample, forecasts from the small model are expected to be as accurate as forecasts from the large model. Under that approximation, we derive the limiting distributions of pairwise tests of equal mean square error, and develop bootstrap methods for estimating critical values. Monte Carlo experiments show that our proposed procedures have good size and power properties for the null of equal finite-sample forecast accuracy. We illustrate the use of the procedures with applications to forecasting stock returns and inflation."
Pre- and Post-Break Parameter Inference,EFWW,2009,This paper discusses inference about the pre and post break value of a scalar parameter in GMM time series models with a single break at an unknown point in time. We show that treating the break date estimated by least squares as the true break date leads to substantially oversized tests and confidence intervals unless the break is large. We develop an alternative test that controls size uniformly and that is approximately efficient in some well defined sense.
Real-Time Inflation Forecasting in a Changing World,EFWW,2009,"This paper revisits inflation forecasting using reduced form Phillips curve forecasts, i.e., inflation forecasts using activity and expectations variables. We propose a Phillips curve-type model that results from averaging across different regression specifications selected from a set of potential predictors. The set of predictors includes lagged values of inflation, a host of real activity data, term structure data, nominal data and surveys. In each of the individual specifications we allow for stochastic breaks in regression parameters, where the breaks are described as occasional shocks of random magnitude. As such, our framework simultaneously addresses structural change and model certainty that unavoidably affects Phillips curve forecasts. We use this framework to describe PCE deflator and GDP deflator inflation rates for the United States across the post-WWII period. Over the full 1960-2008 sample the framework indicates several structural breaks across different combinations of activity measures. These breaks often coincide with, amongst others, policy regime changes and oil price shocks. In contrast to many previous studies, we find less evidence for autonomous variance breaks and inflation gap persistence. Through a real-time out-of-sample forecasting exercise we show that our model specification generally provides superior one-quarter and one-year ahead forecasts for quarterly inflation relative to a whole range of forecasting models that are typically used in the literature."
Should Macroeconomic Forecasters Look at High-Frequency Financial Data?,EFWW,2009,
The Empirical Saddlepoint Likelihood Estimator Applied to Two-Step GMM,EFWW,2009,"The empirical saddlepoint likelihood (ESPL) estimator is introduced. The ESPL provides improvement over one-step GMM estimators by including additional terms to automatically reduce higher order bias. The first order sampling properties are shown to be equivalent to efficient two-step GMM. New tests are introduced for hypothesis on the model's parameters. The higher order bias is calculated and situations of practical interest are noted where this bias will be smaller than for currently available estimators. As an application, the ESPL is used to investigate an overidentified moment model. It is shown how the model's parameters can be estimated with both the ESPL and a conditional ESPL (CESPL), conditional on the overidentifying restrictions being satisfied. This application leads to several new tests for overidentifying restrictions. Simulations demonstrate that ESPL and CESPL have smaller bias than currently available one-step GMM estimators. The simulations also show new tests for overidentifying restrictions that have performance comparable to or better than currently available tests. The computations needed to calculate the ESPL estimator are comparable to those needed for a one-step GMM estimator."
What Happened to the Quants in August 2007? Evidence from Factors and Transactions Data,EFWW,2009,"During the week of August 6, 2007, a number of quantitative long/short equity hedge funds experienced unprecedented losses. It has been hypothesized that a coordinated deleveraging of similarly constructed portfolios caused this temporary dislocation in the market. Using the simulated returns of long/short equity portfolios based on five specific valuation factors, we find evidence that the unwinding of these portfolios began in July 2007 and continued until the end of 2007. Using transactions data, we find that the simulated returns of a simple marketmaking strategy were significantly negative during the week of August 6, 2007, but positive before and after, suggesting that the Quant Meltdown of August 2007 was the combined effects of portfolio deleveraging throughout July and the first week of August, and a temporary withdrawal of marketmaking risk capital starting August 8th. Our simulations point to two unwinds—a mini-unwind on August 1st starting at 10:45am and ending at 11:30am, and a more sustained unwind starting at the open on August 6th and ending at 1:00pm—that began with stocks in the financial sector and long Book-to-Market and short Earnings Momentum. These conjectures have significant implications for the systemic risks posed by the hedge-fund industry."
