researcher,eids,sources,years
7406326915,2-s2.0-84875611644|2-s2.0-84907806959|2-s2.0-84867855668|2-s2.0-84867717492|2-s2.0-84859347801|2-s2.0-83755185487|2-s2.0-80054050335|2-s2.0-78149444539|2-s2.0-77957015648|2-s2.0-77952574106|2-s2.0-77949754439|2-s2.0-67649114290|2-s2.0-73849087280|2-s2.0-79954512702|2-s2.0-65649118577|2-s2.0-76649108570|2-s2.0-77951482331|2-s2.0-77951436721|2-s2.0-46049111810|2-s2.0-55349100563|2-s2.0-43149089869|2-s2.0-40249100520|2-s2.0-77649162401|2-s2.0-40549105724|2-s2.0-38849161423|2-s2.0-35549004423|2-s2.0-33646250684|2-s2.0-66049117352|2-s2.0-27344449180|2-s2.0-30844436826|2-s2.0-33747407394|2-s2.0-0346895496|2-s2.0-0037292733|2-s2.0-2442576642|2-s2.0-0346651417|2-s2.0-0037273710|2-s2.0-0003349366|2-s2.0-0036867885|2-s2.0-84986167220|2-s2.0-0036251288|2-s2.0-21444453782|2-s2.0-0001654625|2-s2.0-0000979996|2-s2.0-0039964955|2-s2.0-0034050506|2-s2.0-0001290136|2-s2.0-0000749809|2-s2.0-0000425738|2-s2.0-0346786541|2-s2.0-0032462037|2-s2.0-0007855370|2-s2.0-0040653643|2-s2.0-0000038124|2-s2.0-0011287048|2-s2.0-0005599486|2-s2.0-0000803174|2-s2.0-84980233953|2-s2.0-84960653096,"Journal of Monetary Economics|B.E. Journal of Macroeconomics|ADB Economics Working Paper Series|American Economic Review|Innovation Policy and the Economy|American Economic Review|Corporate Governance: An International Review|New Republic|IMF Staff Papers|New Republic|Finance and Development|MIT Sloan Management Review|Journal of Monetary Economics|New Republic|Journal of Finance|American Economic Review|Finance and Development|Finance and Development|Journal of Financial Economics|Brookings Papers on Economic Activity|Finance and Development|World Bank Research Observer|NBER Macroeconomics Annual|Journal of Political Economy|Finance and Development|Finance and Development|Finance and Development|Handbook of Economic Growth|Journal of Political Economy|American Economic Review|American Economic Review|Quantitative Finance|Journal of Financial Economics|Journal of the European Economic Association|Journal of Comparative Economics|Journal of Monetary Economics|American Economic Review|Quarterly Journal of Economics|International Economic Journal|Journal of Law, Economics, and Organization|IMF Staff Papers|Quarterly Journal of Economics|American Economic Review|American Economic Review|Economics of Transition|Journal of Public Economics|Journal of Financial Economics|Journal of Public Economics|American Economic Review|Post-Soviet Geography and Economics|Journal of Comparative Economics|Journal of Economic Theory|Brookings Papers on Economic Activity|Brookings Papers on Economic Activity|Economics of Transition|Economics of Transition|The Economic History Review|Soviet Economy",2013|2012|2012|2012|2012|2011|2011|2010|2010|2010|2010|2009|2009|2009|2009|2008|2008|2008|2008|2008|2008|2008|2008|2007|2007|2007|2006|2005|2005|2005|2005|2003|2003|2003|2003|2003|2002|2002|2002|2002|2001|2001|2001|2000|2000|2000|2000|2000|1998|1998|1997|1997|1997|1996|1996|1996|1993|1991
7409199863,2-s2.0-84890018947|2-s2.0-84885967009|2-s2.0-78751495682|2-s2.0-78650012706|2-s2.0-41649119569|2-s2.0-27544452916|2-s2.0-23444446869|2-s2.0-12344264177|2-s2.0-2942750233|2-s2.0-4043103289|2-s2.0-0036805169|2-s2.0-0035646557|2-s2.0-0041778746|2-s2.0-0033443992|2-s2.0-0032220917|2-s2.0-0040833310|2-s2.0-0031331034|2-s2.0-0031164742|2-s2.0-0000770276,Journal of the American Taxation Association|Accounting Review|Review of Finance|Journal of Financial and Quantitative Analysis|Journal of Finance|Review of Financial Studies|Journal of Business|Review of Financial Studies|Journal of Finance|European Finance Review|Southern Economic Journal|Review of Financial Studies|Journal of Economic Dynamics and Control|Review of Economics and Statistics|Economics Letters|Journal of Finance|Macroeconomic Dynamics|International Review of Law and Economics|Journal of Econometrics,2013|2013|2011|2010|2008|2005|2005|2005|2004|2003|2002|2001|2000|1999|1998|1997|1997|1997|1996
7409575185,2-s2.0-84888053419|2-s2.0-84859089226|2-s2.0-84863051382|2-s2.0-79952400604|2-s2.0-74349125266|2-s2.0-70349934738|2-s2.0-77949806664|2-s2.0-52949138242|2-s2.0-36049051953|2-s2.0-34547651289|2-s2.0-34948831423|2-s2.0-27144460087|2-s2.0-27144489651|2-s2.0-33646820646|2-s2.0-16244400138|2-s2.0-11844278511|2-s2.0-11244328431|2-s2.0-0042225084|2-s2.0-0041724789|2-s2.0-21244472627|2-s2.0-0042074501|2-s2.0-0037001689|2-s2.0-79953322172|2-s2.0-0002752702|2-s2.0-0032268379|2-s2.0-0000145602,"Journal of Macroeconomics|International Journal of Central Banking|Journal of Money, Credit and Banking|International Journal of Central Banking|Journal of Applied Econometrics|Journal of Business and Economic Statistics|Brookings Papers on Economic Activity|Journal of Monetary Economics|Journal of Monetary Economics|Journal of Monetary Economics|Journal of the European Economic Association|Journal of Economic Dynamics and Control|Journal of Monetary Economics|NBER Macroeconomics Annual|Review of Economic Dynamics|Review of Economic Dynamics|Review of Industrial Organization|Review of Economics and Statistics|American Economic Review|NBER Macroeconomics Annual|Journal of Monetary Economics|Brookings Papers on Economic Activity|Journal of Money, Credit and Banking|Journal of Economic Growth|Journal of Law and Economics|Quarterly Journal of Economics",2013|2012|2012|2011|2010|2009|2009|2008|2007|2007|2006|2005|2005|2005|2005|2005|2004|2003|2003|2003|2003|2002|2000|2000|1998|1998
7501841748,2-s2.0-84878382177|2-s2.0-84871982193|2-s2.0-84862825908|2-s2.0-79958287586|2-s2.0-79958172320|2-s2.0-85017109453|2-s2.0-67349214931|2-s2.0-38049119480|2-s2.0-34548357292|2-s2.0-33645730418|2-s2.0-33645118168|2-s2.0-2942650867|2-s2.0-0344441809|2-s2.0-0037343706|2-s2.0-0040081819|2-s2.0-0035588022|2-s2.0-0012487946|2-s2.0-0043262786|2-s2.0-0006601447,"Review of Economic Dynamics|Journal of the European Economic Association|Journal of Monetary Economics|American Economic Review|American Economic Journal: Macroeconomics|American Economic Journal: Macroeconomics|Journal of Monetary Economics|American Economic Review|Journal of Money, Credit and Banking|American Economic Review|International Economic Review|Journal of the Japanese and International Economies|Journal of Monetary Economics|Journal of Monetary Economics|American Economic Review|Economics Letters|International Economic Journal|Journal of Monetary Economics|Journal of Monetary Economics",2013|2013|2012|2011|2011|2009|2009|2007|2007|2006|2006|2004|2003|2003|2002|2001|2001|2000|2000
7501843691,2-s2.0-84862808760|2-s2.0-84870311696|2-s2.0-84857193022|2-s2.0-78149429494|2-s2.0-67549148511|2-s2.0-67349240806|2-s2.0-33745899959|2-s2.0-1842737015|2-s2.0-0347985228|2-s2.0-0141976696|2-s2.0-0347985220|2-s2.0-0346093816|2-s2.0-85066217893|2-s2.0-0034365769|2-s2.0-84974028829|2-s2.0-84972477396,Journal of Econometrics|Econometrics Journal|Journal of Econometrics|Econometric Reviews|Review of Economic Studies|Journal of Econometrics|Journal of Econometrics|Journal of Econometrics|Journal of Econometrics|Journal of Time Series Analysis|Journal of Econometrics|Journal of Econometrics|Econometric Reviews|Econometric Theory|Econometric Theory|Econometric Theory,2012|2012|2012|2011|2009|2009|2006|2004|2004|2003|2003|2002|2002|2000|1995|1994
7701323997,2-s2.0-84887564657|2-s2.0-84872159809|2-s2.0-84871181691|2-s2.0-84867813327|2-s2.0-84860204178|2-s2.0-79956270007|2-s2.0-70350056624|2-s2.0-84860126961|2-s2.0-42049091885|2-s2.0-33846222449|2-s2.0-33744783169|2-s2.0-33645068448|2-s2.0-8744227880|2-s2.0-0036351857|2-s2.0-0005650578|2-s2.0-0039622549|2-s2.0-0034382837|2-s2.0-0031331033|2-s2.0-0030268348|2-s2.0-0030137587|2-s2.0-84993843852|2-s2.0-84960614899|2-s2.0-84960563837,Journal of Finance|Journal of Financial Markets|Foundations and Trends in Finance|Review of Financial Studies|Review of Financial Studies|Journal of Finance|Journal of Financial Economics|Review of Financial Studies|Journal of Financial Economics|Journal of Finance|Operations Research|Journal of Finance|Journal of Political Economy|Review of Financial Studies|Journal of Finance|Journal of Finance|Review of Financial Studies|Macroeconomic Dynamics|Journal of Financial Intermediation|Journal of Financial Economics|The Journal of Finance|Review of Economic Studies|Quarterly Journal of Economics,2013|2013|2012|2012|2012|2011|2010|2009|2008|2006|2006|2006|2004|2002|2000|2000|2000|1997|1996|1996|1995|1993|1993
7801361043,2-s2.0-84870732001|2-s2.0-84863216630|2-s2.0-84857157167|2-s2.0-79952365165|2-s2.0-79952009214|2-s2.0-52949126948|2-s2.0-47649106244|2-s2.0-33748941766|2-s2.0-33847642602|2-s2.0-33747082369|2-s2.0-0037905666|2-s2.0-0043076194|2-s2.0-0042420156|2-s2.0-0008150507|2-s2.0-0001532134,Journal of Economic Dynamics and Control|American Economic Review|American Economic Journal: Macroeconomics|International Journal of Central Banking|Journal of International Economics|Journal of Monetary Economics|Journal of Economic Dynamics and Control|Journal of Monetary Economics|Journal of the European Economic Association|International Finance|Journal of Monetary Economics|Journal of Monetary Economics|American Economic Review|American Economic Review|Journal of Monetary Economics,2013|2012|2012|2011|2011|2008|2008|2006|2005|2005|2003|2003|2002|2000|2000
7801423938,2-s2.0-84876839600|2-s2.0-84875009695|2-s2.0-84873990183|2-s2.0-84860532380|2-s2.0-84865602934|2-s2.0-78649663235|2-s2.0-49249124560|2-s2.0-49249090384|2-s2.0-43149101619|2-s2.0-34248638792|2-s2.0-33645935703|2-s2.0-1642542021|2-s2.0-0041723583|2-s2.0-0037356593,"Journal of Economic Dynamics and Control|International Journal of Central Banking|Journal of International Economics|Canadian Journal of Economics|NBER Macroeconomics Annual|Journal of Money, Credit and Banking|Journal of International Money and Finance|Journal of International Money and Finance|Macroeconomic Dynamics|Journal of Economic Dynamics and Control|Journal of Monetary Economics|Journal of Monetary Economics|Review of Economic Studies|Economic Journal",2013|2013|2013|2012|2011|2010|2008|2008|2008|2007|2006|2004|2003|2003
7801481795,2-s2.0-84882744061|2-s2.0-84878841396|2-s2.0-84890397090|2-s2.0-84878992646|2-s2.0-84868150473|2-s2.0-78650252989|2-s2.0-79958129682|2-s2.0-85017157053|2-s2.0-77954305947|2-s2.0-79751486994|2-s2.0-59349086343|2-s2.0-57049162009|2-s2.0-56149117224|2-s2.0-49449098013|2-s2.0-47049125968|2-s2.0-34249674562|2-s2.0-36348989448|2-s2.0-33947654291|2-s2.0-33744773456|2-s2.0-33645467347|2-s2.0-27744571863|2-s2.0-27144449588|2-s2.0-13344284614|2-s2.0-17444375621|2-s2.0-17444373509|2-s2.0-4844230001|2-s2.0-4544328441|2-s2.0-4544319035|2-s2.0-0037567583|2-s2.0-0036723857|2-s2.0-0035005619|2-s2.0-0034129292|2-s2.0-0034093516,"Journal of International Money and Finance|Economic Journal|IMF Economic Review|NBER Macroeconomics Annual|Economic Journal|Journal of Economic Dynamics and Control|American Economic Journal: Macroeconomics|American Economic Journal: Macroeconomics|Journal of Applied Econometrics|International Journal of Central Banking|Journal of Economic Dynamics and Control|Journal of Money, Credit and Banking|European Economic Review|Journal of Monetary Economics|Journal of Monetary Economics|Review of Economic Studies|Journal of the European Economic Association|Review of Economics and Statistics|Journal of Money, Credit and Banking|Economic Journal|Journal of Monetary Economics|Journal of Monetary Economics|Economic Journal|Spanish Economic Review|Spanish Economic Review|European Journal of Political Economy|Journal of Money, Credit and Banking|Journal of Money, Credit and Banking|Journal of Monetary Economics|European Economic Review|European Economic Review|Applied Economics|Oxford Economic Papers",2013|2013|2013|2012|2012|2011|2011|2010|2010|2010|2009|2008|2008|2008|2008|2007|2007|2007|2006|2006|2005|2005|2005|2004|2004|2004|2004|2004|2003|2002|2001|2000|2000
7801486298,2-s2.0-84880394294|2-s2.0-84878161486|2-s2.0-84875010607|2-s2.0-84878987611|2-s2.0-84866434829|2-s2.0-79957447003|2-s2.0-79953899911|2-s2.0-79251555972|2-s2.0-77952292125|2-s2.0-3543149491,Economic Policy|Journal of Finance|International Journal of Central Banking|NBER Macroeconomics Annual|American Economic Review|Review of Financial Studies|Review of Financial Studies|International Journal of Central Banking|Journal of International Economics|Economica,2013|2013|2013|2012|2012|2011|2011|2010|2010|2004
7801493347,2-s2.0-84889691175|2-s2.0-84862488996|2-s2.0-79958255903|2-s2.0-79952008205|2-s2.0-78149412478|2-s2.0-76349084064|2-s2.0-60449098815|2-s2.0-51749084397|2-s2.0-50849128470|2-s2.0-39149118907|2-s2.0-34547935978|2-s2.0-34249709035|2-s2.0-38348998570|2-s2.0-33947600747|2-s2.0-33646883926|2-s2.0-33745822015|2-s2.0-19944398208|2-s2.0-14044269330|2-s2.0-3242706854|2-s2.0-0142027663|2-s2.0-0037261278|2-s2.0-0037259083|2-s2.0-0036474732|2-s2.0-0036263668|2-s2.0-0035728140|2-s2.0-0035560937|2-s2.0-0034950839|2-s2.0-0012943589|2-s2.0-0034033306|2-s2.0-85014576879|2-s2.0-0032766686|2-s2.0-0033393119|2-s2.0-0033496949|2-s2.0-0004654989|2-s2.0-0000538058|2-s2.0-0031410573|2-s2.0-0030318564|2-s2.0-84998183715|2-s2.0-0030462103|2-s2.0-0030301521|2-s2.0-0001521516|2-s2.0-58149211714|2-s2.0-11244265835|2-s2.0-0029487967|2-s2.0-38149147480|2-s2.0-0028562629|2-s2.0-0003766261|2-s2.0-0026481237|2-s2.0-0345658295|2-s2.0-0345256932|2-s2.0-0000124242|2-s2.0-45349112244|2-s2.0-38249005637|2-s2.0-34247785308|2-s2.0-70350103028|2-s2.0-45949114938|2-s2.0-46149142075|2-s2.0-0022899712|2-s2.0-0022840385|2-s2.0-0022831846|2-s2.0-85040847860|2-s2.0-85013273334|2-s2.0-46549092674|2-s2.0-0000843880|2-s2.0-0021023368|2-s2.0-0020666562|2-s2.0-0020370362|2-s2.0-0005629944|2-s2.0-0002519972|2-s2.0-0003678017|2-s2.0-0001647534|2-s2.0-49249142883|2-s2.0-0005629921|2-s2.0-0002842737|2-s2.0-0017331314|2-s2.0-0039620337|2-s2.0-85014012405|2-s2.0-85014034364|2-s2.0-0001886568|2-s2.0-0001435386|2-s2.0-84979425395,RAND Journal of Economics|American Economic Review|American Economic Review|Journal of Urban Economics|Journal of Development Economics|Journal of Regional Science|Review of Economic Dynamics|Review of Economic Studies|Regional Science and Urban Economics|Journal of Urban Economics|Journal of Urban Economics|Regional Science and Urban Economics|RAND Journal of Economics|Regional Science and Urban Economics|Journal of Development Economics|Review of Economic Studies|Journal of Public Economics|Journal of Economic Geography|Journal of Economic Growth|Journal of Economic Geography|Journal of Urban Economics|Journal of Urban Economics|Resource and Energy Economics|World Bank Research Observer|Journal of Urban Economics|Journal of Economic Geography|Journal of Political Economy|Journal of Urban Economics|Journal of Political Economy|American Economic Review|Journal of Political Economy|European Economic Review|International Regional Science Review|Journal of Urban Economics|Journal of Urban Economics|Regional Science and Urban Economics|American Economic Review|International Regional Science Review|Bulletin of Indonesian Economic Studies|World Bank Economic Review|Regional Science and Urban Economics|Regional Science and Urban Economics|Japan and The World Economy|Journal of Political Economy|Journal of Urban Economics|Regional Science and Urban Economics|Journal of Urban Economics|Regional Science and Urban Economics|Journal of Urban Economics|Regional Science and Urban Economics|Journal of Urban Economics|Journal of Urban Economics|Journal of Urban Economics|Journal of Policy Modeling|Handbook of Regional and Urban Economics|Journal of Urban Economics|Journal of Urban Economics|Journal of Development Economics|Economica|Journal of Development Economics|Economic theory and the cities. Second edition.|Journal of Political Economy|Journal of Public Economics|Journal of Urban Economics|American Economic Review|American Economic Review|Regional Science and Urban Economics|Journal of Urban Economics|Journal of Urban Economics|Journal of Urban Economics|Journal of Urban Economics|Journal of Urban Economics|Journal of Environmental Economics and Management|Journal of Public Economics|Journal of Public Economics|Journal of Urban Economics|Economica|Journal of Political Economy|Journal of Public Economics|Journal of Urban Economics|Journal of Regional Science,2013|2012|2011|2011|2011|2010|2009|2008|2008|2008|2007|2007|2007|2007|2006|2006|2005|2005|2003|2003|2003|2003|2002|2002|2001|2001|2001|2000|2000|1999|1999|1999|1999|1999|1997|1997|1996|1996|1996|1996|1996|1995|1995|1995|1994|1994|1993|1992|1991|1991|1991|1989|1989|1988|1987|1987|1986|1986|1986|1986|1985|1985|1985|1985|1983|1983|1982|1982|1982|1981|1981|1979|1979|1978|1977|1975|1974|1974|1974|1974|1972
7801540830,2-s2.0-84886036950|2-s2.0-81955162870|2-s2.0-79957584760|2-s2.0-77954095998|2-s2.0-71949123421|2-s2.0-31044448422|2-s2.0-0037296044|2-s2.0-0037390757|2-s2.0-0036792228|2-s2.0-0003092747|2-s2.0-0041034607|2-s2.0-0031590032|2-s2.0-0029545258|2-s2.0-77957046823,"Review of Economics and Statistics|Journal of Banking and Finance|Journal of Banking and Finance|Journal of Money, Credit and Banking|Review of Finance|Journal of Policy Modeling|International Economic Review|Economic Policy|Oxford Economic Papers|Economic Journal|Manchester School|Journal of Economic Dynamics and Control|Economic Journal|Handbook of Monetary Economics",2013|2012|2011|2010|2009|2006|2003|2003|2002|2001|2000|1997|1995|1990
7801570788,2-s2.0-84869145972|2-s2.0-84866464866|2-s2.0-78650538628|2-s2.0-78649722419|2-s2.0-78649721522|2-s2.0-57649148518|2-s2.0-40549120163|2-s2.0-33646521071|2-s2.0-31344461854|2-s2.0-9544255714|2-s2.0-33947433639|2-s2.0-27744577669|2-s2.0-2642517693|2-s2.0-1642364678|2-s2.0-0036407554,Journal of Econometrics|Journal of Applied Econometrics|Review of Financial Studies|Journal of Econometrics|Journal of Econometrics|Econometrica|Econometric Reviews|Journal of Business and Economic Statistics|Economics Letters|Journal of Econometrics|Revue d'Economie Politique|Econometrica|International Economic Review|Journal of Econometrics|Journal of Applied Econometrics,2013|2012|2011|2011|2011|2009|2008|2006|2006|2005|2005|2005|2004|2004|2002
7801591470,2-s2.0-0037244925|2-s2.0-1842715601,Econometrica|Journal of the American Statistical Association,2003|2001
7801632189,2-s2.0-84876451681|2-s2.0-84875265703|2-s2.0-84878161486|2-s2.0-84873993448|2-s2.0-84869871697|2-s2.0-84860011832|2-s2.0-84860534462|2-s2.0-79956000967|2-s2.0-78650977343|2-s2.0-77952292125|2-s2.0-77949279395|2-s2.0-70449525350|2-s2.0-59549106217|2-s2.0-43749100677|2-s2.0-43449112684|2-s2.0-8644253799|2-s2.0-2942756015|2-s2.0-0037329438|2-s2.0-0040515863|2-s2.0-0034811514|2-s2.0-0034210780,Journal of Population Economics|Journal of Development Economics|Journal of Finance|Journal of International Economics|Journal of International Economics|Journal of Population Economics|Canadian Journal of Economics|Journal of Development Economics|Review of Economics and Statistics|Journal of International Economics|Journal of Economic Growth|Journal of Development Economics|World Economy|Journal of Population Economics|Review of Economics and Statistics|Journal of International Economics|American Economic Review|Journal of Development Economics|Journal of Economic Growth|Journal of International Economics|Journal of Development Economics,2013|2013|2013|2013|2012|2012|2012|2011|2010|2010|2010|2010|2009|2008|2008|2004|2003|2003|2002|2001|2000
7801638298,2-s2.0-84944274011|2-s2.0-84885443464|2-s2.0-84879197909|2-s2.0-84887564331|2-s2.0-84885440340|2-s2.0-84865561653|2-s2.0-84857647989|2-s2.0-81955163034|2-s2.0-79957570933|2-s2.0-77955108085|2-s2.0-61849135482|2-s2.0-84942550256|2-s2.0-34247637286|2-s2.0-33847181235|2-s2.0-84979809289|2-s2.0-32544457270|2-s2.0-29844448469|2-s2.0-3142741915|2-s2.0-2142698205|2-s2.0-1542621312|2-s2.0-85032754430|2-s2.0-29844456230,International Journal of Financial Studies|Energy Economics|Economic Modelling|International Review of Financial Analysis|Southern Economic Journal|International Advances in Economic Research|Review of Quantitative Finance and Accounting|European Journal of Political Economy|International Review of Economics and Finance|Defence and Peace Economics|Applied Economics Letters|International Journal of Monetary Economics and Finance|Mathematical and Computer Modelling|Applied Financial Economics|International Economic Journal|Research in International Business and Finance|WSEAS Transactions on Mathematics|Applied Financial Economics|International Journal of Finance and Economics|Proceedings of the IASTED International Conference on Computers and Advanced Technology in Education|Managerial Finance|Managerial Finance,2013|2013|2013|2013|2013|2012|2012|2011|2011|2010|2009|2008|2007|2007|2007|2006|2005|2004|2004|2003|2002|2001
7801641937,2-s2.0-79952404328|2-s2.0-1342290416,International Journal of Central Banking|North American Journal of Economics and Finance,2011|2004
7801643491,2-s2.0-15544386188|2-s2.0-0036694274|2-s2.0-0041918967|2-s2.0-0030141038,Quarterly Journal of Economics|Journal of Political Economy|American Economic Review|Journal of Economic Theory,2005|2002|2002|1996
7801655141,2-s2.0-33746492236|2-s2.0-0012533256|2-s2.0-0347902514,Latin American Business Review|Journal of Financial Economics|Journal of Law and Economics,2006|2003|2003
8074882100,2-s2.0-84888327991|2-s2.0-84879089915|2-s2.0-84876443816|2-s2.0-84655176524|2-s2.0-79956303056|2-s2.0-78650203707|2-s2.0-74149087323|2-s2.0-72249118464|2-s2.0-72249085818|2-s2.0-73649089319|2-s2.0-45849134191|2-s2.0-34548633745|2-s2.0-33847038848|2-s2.0-33845620678|2-s2.0-33749151586|2-s2.0-33748933217|2-s2.0-33747695098|2-s2.0-33646702332|2-s2.0-77957292679|2-s2.0-2942752019|2-s2.0-0347603904|2-s2.0-0347568437|2-s2.0-21244446575|2-s2.0-0042920825|2-s2.0-0001385585,Journal of Monetary Economics|American Economic Review|International Economic Review|Macroeconomic Dynamics|Journal of Economic Theory|Journal of Economic Dynamics and Control|Journal of Economic Theory|Review of Economic Dynamics|Review of Economic Dynamics|American Economic Review|Journal of the European Economic Association|Review of Economics and Statistics|Journal of Monetary Economics|CESifo Economic Studies|Journal of Monetary Economics|Journal of Monetary Economics|American Economic Review|Review of Economic Studies|Journal of the European Economic Association|Journal of Economic Growth|Journal of Economic Dynamics and Control|Journal of Monetary Economics|NBER Macroeconomics Annual|American Economic Review|Review of Economic Dynamics,2013|2013|2013|2011|2011|2011|2010|2010|2010|2009|2008|2007|2007|2006|2006|2006|2006|2006|2005|2004|2004|2004|2003|2002|1999
8083911100,2-s2.0-84872933865|2-s2.0-84865749095|2-s2.0-78651255445|2-s2.0-77951430287|2-s2.0-45249122665|2-s2.0-34447540070|2-s2.0-34247184117|2-s2.0-33748058452|2-s2.0-12844276606|2-s2.0-7244247066,Emerging Markets Finance and Trade|Journal of International Economics|Economic Inquiry|Finance and Development|Economic Policy|Journal of International Economics|IMF Staff Papers|Journal of International Economics|IMF Staff Papers|Economic Policy,2012|2012|2011|2008|2008|2007|2006|2006|2004|2004
8103415200,2-s2.0-73849137871|2-s2.0-62949175134|2-s2.0-38949188939|2-s2.0-4644224846,American Economic Review|Quarterly Journal of Economics|Journal of Political Economy|Journal of Financial and Quantitative Analysis,2009|2009|2007|2004
8104429100,2-s2.0-84885042635|2-s2.0-84896367892|2-s2.0-84871901981|2-s2.0-84864099099|2-s2.0-81955160780|2-s2.0-79959877306|2-s2.0-77955636159|2-s2.0-73249133025|2-s2.0-34248356423|2-s2.0-29544440895|2-s2.0-16244389957|2-s2.0-10044231586|2-s2.0-2342455151|2-s2.0-0037410396|2-s2.0-0034986115|2-s2.0-0012325529|2-s2.0-0002272210|2-s2.0-0032365655|2-s2.0-0032352252|2-s2.0-0002460943|2-s2.0-85077577966|2-s2.0-0028828974|2-s2.0-0028562665|2-s2.0-0001304218|2-s2.0-84977412947|2-s2.0-38249021650|2-s2.0-84977327485|2-s2.0-84977373819|2-s2.0-45949123130|2-s2.0-84987288606|2-s2.0-0000952050|2-s2.0-0000719283|2-s2.0-20444447628|2-s2.0-0022413277|2-s2.0-51649159978,Labour Economics|Review of Economics and Statistics|Journal of Economic Literature|Demography|Labour Economics|American Economic Review|Journal of Economic Perspectives|B.E. Journal of Economic Analysis and Policy|Review of Economics and Statistics|American Economic Review|American Economic Review|International Economic Review|Journal of Urban Economics|Labour Economics|Journal of Human Resources|Economic Journal|Journal of Public Economics|Journal of Labor Economics|Journal of Labor Economics|Canadian Journal of Economics|RAND Journal of Economics|The Journal of Development Studies|American Economic Review|International Journal of the Sociology of Language|Economic Inquiry|Journal of Public Economics|Economic Inquiry|Economic Inquiry|Journal of Public Economics|Industrial Relations: A Journal of Economy and Society|Quarterly Journal of Economics|Quarterly Journal of Economics|American Economic Review|Journal of Research in Crime and Delinquency|Journal of Labor Research,2013|2013|2012|2012|2011|2011|2010|2009|2007|2005|2004|2004|2004|2003|2001|2001|1998|1998|1998|1996|1995|1995|1994|1993|1990|1989|1988|1987|1987|1986|1986|1986|1985|1985|1984
8144392100,2-s2.0-84884790073|2-s2.0-77953720187|2-s2.0-45749126487|2-s2.0-39149091436|2-s2.0-8844239952|2-s2.0-17044375099|2-s2.0-0032413896,Economia Politica|North American Journal of Economics and Finance|Journal of the European Economic Association|European Economic Review|International Journal of Manpower|RAND Journal of Economics|Labour,2012|2010|2008|2008|2004|2004|1998
8147711800,2-s2.0-77954161633|2-s2.0-0041903835|2-s2.0-0035643779|2-s2.0-84960551914|2-s2.0-84937074010|2-s2.0-84960560896|2-s2.0-84897901578|2-s2.0-84977716040,American Economic Journal: Microeconomics|Journal of Finance|Journal of Industrial Economics|Quarterly Journal of Economics|Quarterly Journal of Economics|Review of Economic Studies|Quarterly Journal of Economics|The Journal of Finance,2010|2002|2001|1994|1994|1993|1993|1991
8148111900,2-s2.0-84879703636|2-s2.0-84869866780|2-s2.0-84858157266|2-s2.0-84655176524|2-s2.0-80054904398|2-s2.0-78650241435|2-s2.0-77956102733|2-s2.0-77955853178|2-s2.0-77955847684|2-s2.0-77954277589|2-s2.0-60849124257|2-s2.0-53249095578|2-s2.0-34548526338|2-s2.0-34548633745|2-s2.0-34347270215|2-s2.0-34250852350|2-s2.0-34248550795|2-s2.0-46749092056|2-s2.0-33749035245|2-s2.0-33749011403|2-s2.0-34948868186|2-s2.0-33645034384|2-s2.0-30744444158|2-s2.0-33646811499|2-s2.0-4344706161,Journal of Economic Perspectives|Journal of Monetary Economics|Review of Economic Dynamics|Macroeconomic Dynamics|American Economic Review|Journal of Economic Dynamics and Control|American Economic Review|SERIEs|SERIEs|Federal Reserve Bank of St. Louis Review|Econometric Reviews|Journal of Economic Literature|Review of Economic Studies|Review of Economics and Statistics|Journal of Economic Dynamics and Control|Applied Economics Letters|American Economic Review|NBER Macroeconomics Annual|Journal of Economic Dynamics and Control|Journal of Economic Dynamics and Control|Journal of the European Economic Association|Econometrica|Journal of Applied Econometrics|NBER Macroeconomics Annual|Journal of Econometrics,2013|2012|2012|2011|2011|2011|2010|2010|2010|2010|2009|2008|2007|2007|2007|2007|2007|2007|2006|2006|2006|2006|2005|2005|2004
8148112200,2-s2.0-84869866780|2-s2.0-84858157266|2-s2.0-80054904398|2-s2.0-79955922445|2-s2.0-78650241435|2-s2.0-78650599720|2-s2.0-77950123253|2-s2.0-77955853178|2-s2.0-77954277589|2-s2.0-60849124257|2-s2.0-45449120861|2-s2.0-39749190013|2-s2.0-34548526338|2-s2.0-34250685776|2-s2.0-34250852350|2-s2.0-34248550795|2-s2.0-46749092056|2-s2.0-33749035245|2-s2.0-33749011403|2-s2.0-34948868186|2-s2.0-33645034384|2-s2.0-30744444158|2-s2.0-27744497180|2-s2.0-4344706161,Journal of Monetary Economics|Review of Economic Dynamics|American Economic Review|Journal of Monetary Economics|Journal of Economic Dynamics and Control|Review of Economic Dynamics|Review of Economic Studies|SERIEs|Federal Reserve Bank of St. Louis Review|Econometric Reviews|Economics Bulletin|Spanish Economic Review|Review of Economic Studies|Economic Modelling|Applied Economics Letters|American Economic Review|NBER Macroeconomics Annual|Journal of Economic Dynamics and Control|Journal of Economic Dynamics and Control|Journal of the European Economic Association|Econometrica|Journal of Applied Econometrics|Journal of Monetary Economics|Journal of Econometrics,2012|2012|2011|2011|2011|2011|2010|2010|2010|2009|2008|2008|2007|2007|2007|2007|2007|2006|2006|2006|2006|2005|2005|2004
